"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Davie J.; Sumardja E.","Davie, Jim (7103260788); Sumardja, Effendy (7801407273)","7103260788; 7801407273","The protection of forested coastal wetlands in southern Sumatra: a regional strategy for integrating conservation and development","1997","Pacific Conservation Biology","3","4","","366","378","12","12","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031350175&partnerID=40&md5=a15cc3487c8fbbdd8ff5abbddd873311","The coastal wetland ecosystems of South-east Asia are seriously threatened by increasing population pressure and by conversion to a range of uses from urban to forestry, agriculture and aquaculture. These ecosystems include mangroves, but also encompass coastal peatswamp forest and freshwater swamp forest. Solutions to the conservation problems require strategies which put individual areas into a regional and giobeographic content and address not only pressure within each area, but also attempt to solve the causes of these pressures. The coastal wetlands on the east coast of southern Sumatra provide an example of the types of problems that are widespread in the region. They are also of considerable ecological significance for their biodiversity and in regulating tghe ecological conditions of the productive inshore waters of the Java Sea. The Berbak National Park is perhaps the best representation of original peatswamp forest remaining in SE Asia, while the mangrove communities of Sembilang and associated rivers immediately to the south are of paramount value not only because they represent substantially intact natural communities, but also because they contain intact ecological graeitns inland to palmswamp and peatswamp communities above the saltwalter/freshwater interface. The three locations consered in this paper are of international importance as waterbird and wader habitat and Berbak is a Ramsar site. Nevertheless, human pressure is rapidly increasing. Intense pressure on the northern coastline of Jambi Province is driving a growing population along the coastal fringe adjacent to the Berbak National Park, while commercial forestry and a transmigration settlement to the south-west of Sembilang is also a source of increasing human activity. Extensive forest fires during the long dry season of 1994 resulted in widespread destruction of peatswamp forest on the borders of Sembilang and Berbak and allowed further encroachment to occur there. In this paper a set of proposals for conservation of the coastal wetland communities of southern Sumatra are presented. These proposals emphasize a range of land use approaches which contemporary conservation planning have available. They provide examples of local area multiple use and resource substitution techniques, zoning approaches, and potentially significant ecotourism opportunities. Taken together it is argued that these approaches are not only appropriate for site management, but will also relieve pressure associated with a continuing process of ad hoc and planned settlement and conversion which has characterized the region since the 1960s.","","Berbak National Park; Indonesia; Sumatra; coastal wetland; conservation; mangrove; peatswamp forest; swamp forest","Article","Final","","Scopus","2-s2.0-0031350175"
"Shabani M.; Muqaj B.; Suka Q.; Frangu S.","Shabani, Musa (55970996300); Muqaj, Bislim (55970732100); Suka, Qamil (55964932600); Frangu, Selim (55971290300)","55970996300; 55970732100; 55964932600; 55971290300","Genetic zone sharr mountains (Kosovo)","2011","11th International Multidisciplinary Scientific Geoconference and EXPO - Modern Management of Mine Producing, Geology and Environmental Protection, SGEM 2011","3","","","367","374","7","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890590298&partnerID=40&md5=bf92848d9b6dc53fb133bf047eed1d7c","The purpose of this project course is a comprehensive environmental treatment of the Sharr Mountain area. In this context, has become a description of the extent of the area, geographic position, morphology of the terrain, hydro graphic and climate, geologicaltectonic construction, biodiversity, natural heritage and genetic zone Mountains National Park-Sharr. Sharr Mountains occupy an area of 580 km2, and have split into three sub-districts: Lumbardhi of Prizren, it Korishe-Mushtisht and Lepenci. The criteria for these subdistricts is taking water-sharing and climate. Also, in this paper we tried to treat natural resources, and opportunities they present for economic and social development of the inhabitants of this territory. Sharr Mountains area has great potential for tourism development, whether it summer or winter, if sufficient capacity rise hotels, sports centers, rehabilitation etc. This, the fact that there are great natural potential for ecological food products (bio-products), medicinal plants etc., Owing to soil, water, clean air, a favorable climate, which makes one of the most special throughout the territory of Kosovo. For the aspect of this mineral rich area is polimetallyc minerals: iron, chromium, copper, zinc, silver etc. The area is rich with springs, such as sweet, as well as mineral water. Sources of mineral waters are known: the Sour Spring Gaçkë, Hani Elezit, Bajnicë, Vraniq, Buzhala etc. A feature of this area are fluvio-glacial lakes that are in altitude over 2000m. For more complete coverage of the area that was taken for treatment, is also working on the graphics: maps of road connections, morphological maps, weather maps, it geological zoning map of genetic maps hypsometric. Also, images are presented with pictures to illustrate better the area that we handle. Sharr Mountains, seen from the aspect of bio-diversity pose the most interesting and comprehensive area throughout the territory of Kosovo. They incorporate in itself a world of vibrant, diverse and complex simultaneously represent a huge potential, and less used for economy. © SGEM2011 All Rights Reserved by the International Multidisciplinary Scientific GeoConference SGEM.","Climatic characteristics and biodiversity in the sharr mountains 2; Genetic areas 3; Physical geographic position 1; Principles applied for the separation of genetic sub-districts area 4; Priorities 5","Beverages; Biodiversity; Exhibitions; Maps; Mineral springs; Water; Climatic characteristics and biodiversity in the sharr mountains 2; Genetic areas 3; Physical geographic position 1; Principles applied for the separation of genetic sub-districts area 4; Priorities 5; Landforms","Conference paper","Final","","Scopus","2-s2.0-84890590298"
"Lin F.-T.","Lin, Feng-Tyan (7402777280)","7402777280","GIS-based information flow in a land-use zoning review process","2000","Landscape and Urban Planning","52","1","","21","32","11","24","10.1016/S0169-2046(00)00110-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034610154&doi=10.1016%2fS0169-2046%2800%2900110-9&partnerID=40&md5=b53c43ab555edd8598bc767a79d4a8ec","This work describes a geographical information system (GIS)-based information flow for a land-use zoning review process. GIS technology is employed not only to edit and display maps as conventional GIS applications, but also to enhance work quality. These enhancements include an exploration of hidden information, the production of tentative zoning maps, recognizing potentially problematic areas, conducting crucial site investigations, facilitating informative public hearing, and presenting potential policies. In the case of the Yang-Ming-Shan (YMS) National Park, Taiwan, a GIS-based information flow is employed to assist in the land-use zoning review process. This GIS-based information system reveals Several features including: (1) a new, more complicated and effective information flow; (2) Close coordination of computing and noncomputing sub-processes; (3) prior identification of over and under-regulated areas to avoid potential appeals and conflicts; (4) economical and effective site investigations, and (5) potential policies established for both private and public land. The case of the YMS National Park is encouraging. We believe that the application of a GIS-based information flow is beneficial to both the zoning plan production and the review process. (C) 2000 Elsevier Science B.V.","Geographical information systems; Information flow; Land-use zoning","Taiwan; Yang-Ming-Shan National Park; GIS; information system; land use planning; zoning policy","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-0034610154"
"Zhang Z.; Sherman R.; Yang Z.; Wu R.; Wang W.; Yin M.; Yang G.; Ou X.","Zhang, Zhiming (57094265300); Sherman, Ruth (7202975488); Yang, Zijiang (55630738900); Wu, Ruidong (35079719100); Wang, Wenli (48061579300); Yin, Mei (48061627700); Yang, Guihua (7405753209); Ou, Xiaokun (24173760400)","57094265300; 7202975488; 55630738900; 35079719100; 48061579300; 48061627700; 7405753209; 24173760400","Integrating a participatory process with a GIS-based multi-criteria decision analysis for protected area zoning in China","2013","Journal for Nature Conservation","21","4","","225","240","15","67","10.1016/j.jnc.2012.12.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880039603&doi=10.1016%2fj.jnc.2012.12.006&partnerID=40&md5=c9ae489c1d1d17744a65409cb081276b","Current management plans for nature reserves in China are ineffective and do not meet their intended goals of balancing conservation and development. Protected area zoning is an approach that can reduce conflict by partitioning the landscape into various land use units that are managed for different levels of human activity. In this paper, we present a systematic methodology that integrates a participatory process with Geographic Information Systems (GIS) using a multi-criteria decision analysis (MCDA) technique to guide a zoning scheme for the Meili Snow Mountain National Park (MSMNP), Yunnan. A participatory process involving multiple stakeholders and technical experts was used to establish park management objectives: nature conservation; tourism and recreation; and, community development. To meet these three objectives, criteria and impact factors for each objective were identified and weighted through a participatory process, and a GIS fuzzy set membership function was then used to generate gradient effects of each criterion. Three suitability maps of conservation, eco-tourism, and community development were generated. The three suitability maps were overlaid to generate a final combined suitability map, and five management zones (strict protected zone, ecosystem conservation zone, eco-tourism zone or buffer zone, park service zone, and traditional land use zone) were identified and mapped that corresponded to different protection and management strategies. Conservation targets (endangered species, alpine and forest ecosystems) and development zones were spatially segregated across the landscape, and the final zoning scheme was found to be acceptable by the various stakeholders. © 2013 Elsevier GmbH.","Management zoning designation; Meili Snow Mountain National Park; Multi-criteria decision analysis; Participatory process; Protected area zoning","China; Yunnan; decision analysis; ecotourism; GIS; multicriteria analysis; nature conservation; nature reserve; park management; participatory approach; protected area; stakeholder; zoning policy","Article","Final","","Scopus","2-s2.0-84880039603"
"Gafta D.; Pedrotti F.","Gafta, D. (56084808900); Pedrotti, F. (6602935073)","56084808900; 6602935073","Environmental units of the Stelvio National Park as basis for its planning","1997","Oecologia Montana","6","1-2","","17","22","5","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031370839&partnerID=40&md5=2f53a871692feca3178dacef95833fd8","The Stelvio National Park (Italian Central Alps) presents a very complex landscape, due to anthropic impact and wide altitude range. Using the holistic landscape ecology approach together with synthesis cartography, the Park was divided into elementary environmental units; that is, areas of relative ecological homogeneity having a characteristic arrangement of ecosystems. Mapping of the environmental units is based on analytic data regarding lithology, morphology, pedology, climatology, vegetation, fauna, soil use and type of human establishment. The redundancy of the environmental units facilitated their reduction to only 37 types. The naturalistic-aesthetic and historical-cultural evaluation of the environmental units employed criteria (naturalness, rarity, renewability, beauty and diversity) to which were assigned original scales of value. Use of binary values allowed quantification of the criteria related to the types of environmental unit and thus their division by multivariate analysis into 4 relatively homogeneous groups. Cartographic rendition of these 4 groups of types led to the production of a map of preliminary Park zoning, in which it is possible to distinguish 4 functional zones, as requested by the Italian law for national parks.","","Italy; Stelvio National Park; Trentino-Alto Adige; environmental planning; landscape ecology; mapping; national park","Article","Final","","Scopus","2-s2.0-0031370839"
"Dhakal B.; Thapa B.","Dhakal, Bhuwan (55872156100); Thapa, Brijesh (7005935934)","55872156100; 7005935934","Buffer zone management issues in chitwan national park, Nepal: A case study of kolhuwa village development committee","2015","Parks","21","2","","63","72","9","13","10.2305/IUCN.CH.2014.PARKS-21-2BD.en","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041575156&doi=10.2305%2fIUCN.CH.2014.PARKS-21-2BD.en&partnerID=40&md5=4341e62c741b924ddd90d3f70443a854","Buffer zone management in Chitwan National Park is regarded as a successful programme in Nepal. However, buffer zones are typically treated as a homogeneous entity without much regard to the intra-zone dynamics. This research examined the impacts of rhinos along with households’ resource use, dependency, involvement and associated impacts within one buffer zone – Kolhuwa Village Development Committee. Household surveys (N=68) were conducted and sampling was based on the type of settlement and land size. A structured and semi-structured questionnaire was used to interview household heads along with GPS points. The buffer zone was segmented into two zones – Close and Far Settlement based on the distance from the park boundary. Results illustrated that the impacts of rhinos were more pronounced among households that were closer to the boundary, and declined with increasing distance. Households had challenges to produce enough food for at least six months to a year, but noticeably more so in the close settlements. Residents that were closer to the boundary were most dependent on fuelwood and natural resources extraction. While both zones were reliant on income from outside their community, households in the close settlements were more dependent. Conversely, households in the far settlements had been involved for more years and in more activities in the buffer zone. Results are of utility to park management with respect to zoning designations. © 2015, IUCN - International Union for the Conservation of Nature. All rights reserved.","Gis; Livelihoods; Park management; People-park conflict; Resource use; Rhinos","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85041575156"
"Glazner A.F.; Johnson B.R.","Glazner, Allen F. (7004848478); Johnson, Breck R. (35072598000)","7004848478; 35072598000","Late crystallization of K-feldspar and the paradox of megacrystic granites","2013","Contributions to Mineralogy and Petrology","166","3","","777","799","22","58","10.1007/s00410-013-0914-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883223784&doi=10.1007%2fs00410-013-0914-1&partnerID=40&md5=0fc1e1742e8910d618b0a78057f146c6","K-feldspar crystals >5 cm in greatest dimension are common in calc-alkaline granites and granodiorites worldwide. Such megacrysts are generally interpreted as having grown to large sizes early in a magma's crystallization history while they were largely molten, owing to field relations such as megacryst alignment and megacryst-rich clusters and to crystallographic features such as zonally arranged inclusions and sawtooth Ba zoning. These features are consistent with early growth but do not require it. In contrast, experimental petrology, mineral compositions, and natural examples of partial melting of granite demonstrate that K-feldspar is typically the last major phase to crystallize and that most K-feldspar growth occurs after the magma crosses the rheologic lock-up threshold of ~50 % crystals. The near-absence of K-feldspar phenocrysts in dacite lavas and tuffs, even in highly crystalline ones, demonstrates that natural magmas do not precipitate significant K-feldspar while they are mobile. The highly potassic compositions of megacrysts (and indeed, of K-feldspar in non-megacrystic granites as well) require exsolution of albite component down to temperatures of ~400 °C. The low Ca contents of megacrysts cannot result from exsolution of anorthite and must represent recrystallization of the crystals at low temperature. These mineralogical and experimental constraints require that K-feldspar megacrysts indicate widespread and thorough recrystallization of the host granites and granodiorites. © 2013 Springer-Verlag Berlin Heidelberg.","Granite; Granodiorite; K-feldspar; Textural coarsening; Yosemite National Park","California; United States; Yosemite National Park; calc alkaline rock; feldspar; granite; granodiorite; inclusion; megacryst; partial melting; petrology; phenocryst; recrystallization; zoning","Article","Final","","Scopus","2-s2.0-84883223784"
"Kosmaryandi N.; Basuni S.; Prasetyo L.B.; Adiwibowo S.","Kosmaryandi, Nandi (57221762594); Basuni, Sambas (57202467038); Prasetyo, Lilik Budi (35762297500); Adiwibowo, Soeryo (35087987300)","57221762594; 57202467038; 35762297500; 35087987300","New idea for national park zoning system: A synthesis between biodiversity conservation and customary community's tradition; [Gagasan Baru Zonasi Taman Nasional: Sintesis Kepentingan Konservasi Keanekaragaman Hayati dan Kehidupan Masyarakat Adat]","2012","Jurnal Manajemen Hutan Tropika","18","2","","69","77","8","9","10.7226/jtfm.18.2.69","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081698540&doi=10.7226%2fjtfm.18.2.69&partnerID=40&md5=05d8dcd0c0037f3a9da327ba8ee914ed","The establishment of national park in customary region had aroused conflic since it had not incorporate traditional management system in its management system. The objectives of this research is to develop such policies for national park zonation that amalgamating the national-global interests for conservation on the one side and the customary community interests on the other side. Result shows that adaptation was needed toward the prevailing science-based ecologically-oriented regulation on zoning plan, so it would incorporate the community's custom in order to achieve effective management of national park. Appropriate and applicable zoning can be achieved through implementation of management mindset with customary people livelihood perspectives, zone establishment which give priority to the achievement of national park functions rather than the fulfillment of zone requirements, and adaptation of zone formation and criteria toward traditional land use as efforts to accommodate the interest of biodiversity conservation and customary people livelihood. © 2012 Institut Pertanian Bogor, Department of Forest Management, Faculty of Forestry. All Rights Reserved.","Adaptation; Costumary community; National park; Traditional land use; Zonation","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85081698540"
"Korponai G.","Korponai, Gábor (55558354200)","55558354200","Nature conservation in Japan; [Természetvédelem Japánban]","2012","Journal of Landscape Ecology","10","1","","153","162","9","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872447159&partnerID=40&md5=fcb388e5df819a75f20932a6cb596ce1","The history of the Japanese nature conservation has started about 100 years ago. As a result, the natural park system provides three different categories of natural parks: national parks, quasi-national parks and prefectural natural parks. As Japan is a small island country with one of the highest population densities in the world with a long history of private land ownership, it is next to impossible to set aside large park areas specifically for the purpose of protection. To feed the nation, the first priority of land use has been farming and other primary industries. Because of these reasons, the Japanese government had to create natural parks not necessarily where it owned land but where it recognized the need to preserve nature. It is characteristic of Japanese natural parks that various land owners cooperatively maintain the landscape of a park. This paper is trying to present the system of nature conservation and landscape preservation of the secondary nature, the so called 'Satoyama' and the cooperation among the state, local governments, NGO-s, landowners and other stakeholders.","Japan; Natural park categories; Nature conservation; Satoyama; Zoning system","","Article","Final","","Scopus","2-s2.0-84872447159"
"Benedito-Cecilio E.; Minte-Vera C.V.; Zawadzki C.H.; Pavanelli C.S.; Rodrigues F.H.G.; Gimenes M.F.","Benedito-Cecilio, E. (6602270241); Minte-Vera, C.V. (6507463862); Zawadzki, C.H. (6701783504); Pavanelli, C.S. (6603187502); Rodrigues, F.H.G. (7101624945); Gimenes, M.F. (8686309000)","6602270241; 6507463862; 6701783504; 6603187502; 7101624945; 8686309000","Ichthyofauna from the Emas National Park Region: Composition and structure","2004","Brazilian Journal of Biology","64","3A","","371","382","11","19","10.1590/S1519-69842004000300002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-21644486493&doi=10.1590%2fS1519-69842004000300002&partnerID=40&md5=45a1403a1414e9bc37f9a2ab3ba13342","The relationship between habitats and the ichthyofauna composition in the Parque Nacional das Emas (PNE) and adjacent areas (the Araguaia and Sucuriú rivers) are provided and could be applied in determining the Park's future zoning. Samples of the ichthyofauna and limnological parameters were obtained during both dry (September 1999) and wet (December 1999) seasons. Ichthyofauna collections resulted in the capture of 4,740 specimens of 22 species. The most abundant species in the Araguaia River during the two sampling seasons were Astyanax sp. 2 and Hasemania sp. In the Sucuriu River and PNE, Astyanax scabripinnis cf. paranae and Hoplias aff. malabaricus were the most frequent species. The largest number of species and diversity index were recorded for the Araguaia River. However, sound management policies require more detailed studies on the fish communities of the Cerrado biome.","Cerrado; Ichthyofauna diversity; Parque Nacional das Emas","Animals; Biomass; Brazil; Conservation of Natural Resources; Fishes; Population Density; Rivers; Seasons; animal; article; biomass; Brazil; classification; environmental protection; fish; population density; river; season","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-21644486493"
"Lee G.G.; Kim M.S.; Lee J.H.; Kim J.J.","Lee, Gwan Gyu (55634500300); Kim, Min Sun (56162768300); Lee, Jung Hwan (55635147200); Kim, Jae Jun (56038257600)","55634500300; 56162768300; 55635147200; 56038257600","Zoning management by quantitative landscape assessment for forest pathway – the case of forest paths of the Mt. Jiri national park, South Korea","2014","Forest Science and Technology","10","4","","179","189","10","2","10.1080/21580103.2014.891538","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908261469&doi=10.1080%2f21580103.2014.891538&partnerID=40&md5=b4dc3d51f077213c09b9c8b25995bdc5","The recent popularity and spread of a walking culture in Jeju, South Korea, requires good management of road development projects, which are competitively promoted by each government and local autonomous entity. Forest pathways are a part of the forest landscape, which covers approximately 64% of South Korea, and they have a very high potential landscape value. Landscape management of these forest pathways is important because good management can mean an increase in visual scenic beauty, an improvement in local residents’ consciousness of forest pathways and the forest landscape, an improvement in the sense of place, and a revitalization of the local economy. This study aims to provide data to support spatial decision-making by developing a quantitative assessment index for forest pathways as well as respective landscape management guidelines to use after assessments are conducted. Landscape management grading was divided into four classes by using the landscape conservation intensity, landscape management requirements, and landscape sensitivity, which were used as indicators for evaluating the forest landscape. The Mt Jiri Dulle Roads in Mt Jiri National Park (which are a governmental pilot project) were evaluated by applying the quantitative assessment method. This research should be helpful in providing the basic data for supporting landscape management decision-making, assessing further landscape assessments of forest pathways and establishing a plan for landscape management. © 2014, © 2014 Korean Forest Society.","forest landscape; GIS; landscape assessment; landscape management; viewpoint","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84908261469"
"Torkianfar F.; Jafari H.R.; Sadeghpour A.","Torkianfar, F. (36024586100); Jafari, H.R. (7003307711); Sadeghpour, A. (35337510500)","36024586100; 7003307711; 35337510500","Endangerment survey of construction activities on shore line","2010","Journal of Environmental Studies","35","52","","43","54","11","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952116691&partnerID=40&md5=31da351b45b326d8a5a51e0b2763051a","In view of the comprehensive governmental policies on the grounds of exploitation developments from the South Pars Gas Field, on one hand and the impacts of the plan implementation on the environment on the other hand, the performance of impact assessments and consequences arising from regional building operations, taking into consideration the coastal strip is the principle objective of this research. In addition to which, the survey of abiding to environmental criteria, the rendering of modes to decrement and prevent the adverse impacts of activities, the preparation of monitoring environmental programs and establishing compatibility between regional activities and the environment, is another aim of this research. The distinguished economic region of Pars Energy in southwestern Iran encompasses 10,000 hectares of land, was established in the year 1998. The South Pars Gas Field consists of 6.8 percent of the total global gas reserves and more than 38 percent of the entire gas reserves of the Country. It is one of the largest resources of the Country's energy, located on the common frontier of Iran and Qatar and is accounted for being, one of the major energy resources, of the Country. The minimum elevation at sea level is zero at the coast and its maximum altitude is approximately 1,400 meters, in the northern heights of the region. The region is situated in the coastal drainage basin and the only regional surface water, is the Gavbandi River. Similarly, the general direction of groundwater flow is towards the sea and its surface level is high. The only active fault present in the region is the Gavbandi Fault, which is situated at a distance of less than 5 kilometers, northeast of the Naieband National Park. In this phase of the research, with the aid of geological maps and types of rocks, in accordance with reference to the Special National Strategy Plan, seismic diagrams and land slides (drifts), in three appropriate zones of durability, semi-suitable and unsuitable have been prepared. In concern with the ground cover conditions, the regional plants are of the Polygonaceae, Leguminesae and the palmaceae families, including a few classifications of weeds and scrubs, small trees, ornamental and fruit bearing trees. Likewise, in the area of study, the bird community is of an acceptable diversity. The presence of several terrestrial and aquatic habitats has lead to a high diversity of birds in the region in having environmental potentials in the area. In the South Pars region, the Naieband National Marine Park and two creeks which are known as Basatin and Bidkhoon are vital environmental banks and suitable locations for spawning and the breeding of aqua life. The proximity with oil and gas installations in the Asalooyeh region can be precarious in two ways. One, in an indirect mode, due to development activities that take place in the area, such as, constructions and littoral structures etc., and in a direct form, due to the perpetual and probable leakage of oil, gas and their derivatives into the regional waters, is possible. According to the census in the year 1996, the township of Kangan had a population of 78,318 persons and with due attention to the economic structure and migration, the area is confronted with a rise in population on the whole. In order to assess and survey the consequences, arising from the South Pars constructional activities on the coastline, as well as the appraisal of the relative potentials and the vulnerability of the various sections, of the implementation location of the project, from a list to recognize occurrences and the matrix, so as to determine and gain an absolute reliability as to the results, two other methods have been utilized. In this study, with the help of determining the slope, soil conditions (from the viewpoint of depth), bed rock (from the viewpoint of durability), ground cover (from the point of view of density), sensitive ecosystems (creeks, the Naieband Gulf and Naieband National Park) and by taking into consideration the specifications and conditions of the limits, proportionate ecological, industrial and residential model surveys of constructions have been prepared in these three aspects and they have been utilized in zoning. After executing the zoning, so as to evaluate and specify the amount of damages caused, due to the various activities, the checklist method was resorted to. The utilization of this method took place in the two phases of construction and exploitation, in 6 of the major or principle regional activities such as, the refinery, petrochemicals, airport, port and docks, gas transition line and transportation. In the checklist used with respect to each of the activities, only the negative consequences as to the exploitation impacts of the environmental factors have been distinguished. These consequences, from the point of view of being a collection of impacts, retrievable and likewise, its impacts on the coastline were surveyed and then the results gained were totalized. In continuation, so as to analyze and appraise the regional environmental impacts and consequences and with due attention to the results of the list, (estimations of the initial impacts), for the recognition of the intensity and importance of the impacts, as well as totalizing the quantitative facets of the impacts and a final decision-making, the impacts predicted in the list method, is in the form of a matrix, in two macro and micro proportions, in which they have been categorized and totalized. With due attention to the results obtained from assessing the capacity, the ecological limits were divided into three zones, the first zone is of 200 hectares, the second zone is of 19,200 hectares and the unsuitable zone, is allocated to 26,300 hectares. In comparing the ecological capacity role of the area, with the special regional development role, illustrates that, approximately 56 percent of the development is in the semi-suitable zone, and 44 percent of the development shall be conducted in the unsuitable zone. With due attention to the fact that since that the development in the region under study, shall be executed in the unsuitable environmental bed, though, due to the vast importance and aptness of the region, in continuance with more accurate surveys of the limits under study with the aid of other methods in connection with the project implementation was taken into discussion. The results of the checklist show that from between the 6 main activities present in the South Pars Development Plan Region, the refinery and petrochemicals, followed by the gas transfer pipelines, has the highest percentage of adverse impacts on the environment. Similarly, the results of the implementation matrixes of the project in the region do not qualify. Due to the outstanding economic benefits of the South Pars region and the joint participation issue, as well as the exploitation of this resource by the southern neighbors of Iran, a termination of the plan activities is not feasible. Therefore, in the continuation of this research, modes to decrease the impacts and environmental monitoring under influence, with due attention to the regional conditions have been rendered. After surveying the impacts of the mentioned plan, on the various environmental components, as well as with emphasis on pollution and environmental destruction as an adverse impact of the project on the environment, the manner to decrement the negative impacts of the project in the region has been given in brief, as follows: Means to reduce the adverse impacts of the project on the physical environment: Conservation and restoration of the regional lands, reducing the impacts arising from the occurrence of inundation in the region, abiding to the 60 meter perimeter from the coast, for several constructional activities in the area, preparing the required equipments for the collection of coastal sand, polluted with oil products, the utilization of suitable chemical compounds for purging oil pollution in the region Manner to decrease the oil impacts on the biological environment: Utilizing recycled water and surface runoffs, utilizing brackish or fresh water resources, Use of irrigation systems prone to slighter consumption, prevention of industrial development in the direction of the Naieband National Park, prevention of the discharge of untreated urban, industrial and agricultural sewage and wastewaters into the sea, abiding to the standards and controlling the temperature of sewage released into the marine water (sea), controlling the leakage from oil pipes and installations, including the particular oil tankers utilized for the replacement of oil produce Method to reduce the adverse impacts on the socio-economic and cultural environment: Performing population scanning studies, executing special tutorial programs, so as to establish coordination between the indigenous populace, abiding in rendering priority to indigenous individuals, in relative to employing manpower Modes to decrement the environmental pollution impacts: Accurate designing of chimneys utilized for pollutants, utilization of filters to decrease pollution in the flares of industrial chimneys, Siting the approved or correct industrial development, with due attention to the direction of wind in the region, sanitary burial of wastes, controlling the infiltration of pollutants into the surface waters and the utilization of sensing equipment, in regards the leakage of pipes. The monitoring program taking into consideration the South Pars region comprises of: Survey of the quality of water resources by sampling and testing the specifications under view, topographical and landform monitoring, in order to control and regulate development procedures, measuring and monitoring sound level. Monitoring air pollution, sample taking of aqua life, taking statistical account of the amount and dispersion of terrestrial fauna and aqua life listed in environmental studies, survey.","Assaluyeh; Check list; Environmental impact; Matrix; Persian golf; South pars","Aves; Magnoliophyta; Polygonaceae","Article","Final","","Scopus","2-s2.0-77952116691"
"Hall C.M.; Frost W.","Hall, C. Michael (55017070000); Frost, Warwick (55603022200)","55017070000; 55603022200","The future of the national park concept","2012","Tourism and National Parks: International perspectives on development, histories and change","","","","301","310","9","0","10.4324/9780203884201-34","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144673246&doi=10.4324%2f9780203884201-34&partnerID=40&md5=59eb3ba2eb56a2a58fd3467e34b401d1","The concept of a national park has changed signiﬁcantly over time. Originally used in the nineteenth century to refer to protected areas that should be conserved for the consumption of outstanding scenery and natural beauty for the beneﬁt of visitors, the term is now often used as a ‘catch-all’ by members of the public to refer to protected areas of national environmental and cultural signiﬁcance. This situation is not helped by the fact that many national park agencies manage more than just national parks as well as the number of diﬀerent types of protected areas. The IUCN has six diﬀerent categories of protected area with national parks usually being a component of a wider system of protected areas. However, some jurisdictions have even more categories, For example, in Austria there are 12 diﬀerent types of protected areas and 11 in Germany (Mose and Wixlbaumer 2007). In addition, ‘one cannot deny a certain image-hierachy between the diﬀerent categories. In contrast to the prestigious and ﬁnancially lucrative Category II (national park), the Category V (protected landscape) receives only little attention’ (Mose and Wixlbaumer 2007: 5). This is despite the signiﬁcant spatial area occupied by protected landscapes (see Chapter 1), and especially in Europe where it is by far the most substantial protected area category in terms of area occupied. According to Mose and Wixlbaumer (2007: 5) there are several reasons for the dominance of ‘national parks’ over other categories of protected areas in the public and policy imagination: • The outstanding image of national parks as the ‘premium category of the protected areas’; • The stringent legal and spatial planning rules underlying the national parks (for example statutues instead of regulations, zoning of activities); Furthermore, and perhaps not surprisingly, many people often do not recognize the diﬀerences that exist between the diﬀerent types of protected areas or, in some cases, the concept is alien to their world-view (e.g. Kalternborn 1994, Neumann 1998, Proctor 1998, Stoll-Kleemann 2001, Trakolis 2001a, 2001b, Hall and Piggin 2002, Kächele and Dabbert 2002, Kalternborn et al. 2002, McLean and Stræde 2003, Middleton 2003, Phillips 2003, Mascarenhas and Scarce 2004, Hovardas and Poirazidis 2007, Schenk et al. 2007). © 2009 Warwick Frost and C. Michael Hall selection and editorial matter; individual chapters, the contributors. All Rights Reserved.","","","Book chapter","Final","","Scopus","2-s2.0-85144673246"
