"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Piccoli F.; Burgazzi G.; Laini A.; Ferrari C.; Voccia A.; Filonzi L.; Bolpagni R.; Nonnis Marzano F.","Piccoli, Federica (57189051491); Burgazzi, Gemma (57196440589); Laini, Alex (16175504500); Ferrari, Claudio (57200785989); Voccia, Andrea (57196436601); Filonzi, Laura (23987187200); Bolpagni, Rossano (16303194200); Nonnis Marzano, Francesco (7005637770)","57189051491; 57196440589; 16175504500; 57200785989; 57196436601; 23987187200; 16303194200; 7005637770","Barbel species arrangement in a regional natura 2000 network (Emilia Romagna, Northern Italy): An altitudinal perspective","2017","Journal of Limnology","76","S1","","140","147","7","7","10.4081/jlimnol.2017.1693","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033220369&doi=10.4081%2fjlimnol.2017.1693&partnerID=40&md5=73a2e8d4cffcfcd5cb90a7aa279152fe","Southern Europe hosts a large number of critical catchments for freshwater biodiversity, including endemic fish species. Unfortunately, these areas are severely threatened due to direct and indirect anthropogenic effects. In this context, with the aim to improve the effectiveness of threatened fish protection, the Life project BARBIE (LIFE13 NAT/IT/001129) started in 2014 and focused on three congeneric species of the genus Barbus: two of “priority interest” sensu Habitats Directive [Barbus caninus (Bonaparte, 1839), and B. plebejus (Bonaparte, 1839)], and one alien [Barbus barbus (Linnaeus, 1758)]. Our main objective was to assess the contribution of a complex of protected areas included in the Natura 2000 network - located in the provinces of Parma, Piacenza and Reggio Emilia (Norther Italy) - to support the presence of the three barbel species in analysis. Additionally, we explored the role of a set of environmental variables (i.e., physical, chemical, biological, and land-use descriptors) to drive the current conditions of the study sites and the responses of Barbus species. As a general rule, the present study confirmed a clear decline of the local native barbel populations, and confirmed the existence of a zonation pattern of the barbel taxa. Hence, we observed a strong altitude segregation between native vs. alien species, with the exotic B. barbus currently limited to plain and only sporadically present in the Apennine areas as genetic introgression. These evidences mirrored the altitudinal gradients of anthropogenic disturbance. The main causes were the progressive disappearance of well-structured riparian stripes, and the intense land use change, ranging from semi-natural patches (mountain and hill sectors) to land clearing for intensive agriculture (lowland sectors). This highlights the need to take into account the spatial dynamics of alien invasive species in programming recovery actions that could have unexpected impacts to the native fish populations, for example the reduction of the hydraulic fragmentation along rivers. © 2017, Page Press Publications. All rights reserved.","Barbus genus species; Endangered fish; Fluvial Functionality Index; Habitats Directive; Inland waters; Physical and chemical drivers","Emilia-Romagna; Italy; Parma [Emilia-Romagna]; Piacenza; Reggio Emilia; Barbus; Barbus barbus; Barbus caninus; Barbus plebejus; Emilia; anthropogenic effect; biodiversity; disturbance; endangered species; endemic species; fish; freshwater; protected area","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85033220369"
"Dorji S.; Rajaratnam R.; Falconi L.; Williams S.E.; Sinha P.; Vernes K.","Dorji, Sangay (54386722300); Rajaratnam, Rajanathan (16029386000); Falconi, Lorena (55580582000); Williams, Stephen E. (7404834819); Sinha, Priyakant (55066418000); Vernes, Karl (6701743827)","54386722300; 16029386000; 55580582000; 7404834819; 55066418000; 6701743827","Identifying conservation priorities for threatened Eastern Himalayan mammals","2018","Conservation Biology","32","5","","1162","1173","11","14","10.1111/cobi.13115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052458151&doi=10.1111%2fcobi.13115&partnerID=40&md5=bf752043d3f31b32b3351431b1ebc525","To augment mammal conservation in the Eastern Himalayan region, we assessed the resident 255 terrestrial mammal species and identified the 50 most threatened species based on conservation status, endemism, range size, and evolutionary distinctiveness. By using the spatial analysis package letsR and the complementarity core-area method in the conservation planning software Zonation, we assessed the current efficacy of their protection and identified priority conservation areas by comparing protected areas (PAs), land cover, and global ecoregion 2017 maps at a 100 × 100 m spatial scale. The 50 species that were most threatened, geographically restricted, and evolutionarily distinct faced a greater extinction risk than globally nonthreatened and wide-ranging species and species with several close relatives. Small, medium-sized, and data-deficient species faced extinction from inadequate protection in PAs relative to wide-ranging charismatic species. There was a mismatch between current PA distribution and priority areas for conservation of the 50 most endangered species. To protect these species, the skewed regional PA distribution would require expansion. Where possible, new PAs and transboundary reserves in the 35 priority areas we identified should be established. There are adequate remaining natural areas in which to expand current Eastern Himalayan PAs. Consolidation and expansion of PAs in the EH requires strengthening national and regional transboundary collaboration, formulating comprehensive regional land-use plans, diversifying conservation funding, and enhancing information sharing through a consolidated regional database. © 2018 Society for Conservation Biology","data deficient; deficiente de datos; evolutionarily distinct mammal; extinción; extinction; half-earth; mamífero pequeñom mamífero evolutivamente distintivo; media tierra; protected area; small mammal; Zonation; Zonation; área protegida","Animals; Biodiversity; Conservation of Natural Resources; Endangered Species; Mammals; Spatial Analysis; Himalayas; Mammalia; complementarity; conservation management; conservation planning; ecoregion; endangered species; extinction risk; identification method; land cover; protected area; small mammal; species conservation; terrestrial ecosystem; zonation; animal; biodiversity; endangered species; environmental protection; mammal; spatial analysis","Article","Final","","Scopus","2-s2.0-85052458151"
"Virtanen E.A.; Viitasalo M.; Lappalainen J.; Moilanen A.","Virtanen, Elina A. (57200912983); Viitasalo, Markku (7006328418); Lappalainen, Juho (56888862300); Moilanen, Atte (57200306804)","57200912983; 7006328418; 56888862300; 57200306804","Evaluation, gap analysis, and potential expansion of the Finnish Marine Protected Area network","2018","Frontiers in Marine Science","9","NOV","402","","","","34","10.3389/fmars.2018.00402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056108981&doi=10.3389%2ffmars.2018.00402&partnerID=40&md5=063922539675973331086fb067f83177","Marine Protected Areas (MPAs) are essential for safeguarding marine biodiversity. Various international and regional agreements require that nations designate sufficient marine areas under protection. Assessing the functionality and coherence of MPA networks is challenging, unless extensive data on species and habitats is available. We evaluated the efficiency of the Finnish MPA network by utilizing a unique dataset of ~140,000 samples, recently collected by the Finnish Inventory Programme for the Underwater Marine Environment, VELMU. Using the quantitative conservation planning and the spatial prioritization method Zonation, we identified sites of high biodiversity and developed a balanced ranking of marine conservation values. Only 27% of the ecologically most valuable features were covered by the current MPA network. Based on the analyses, a set of expansion sites were identified that efficiently complement the ecological and geographical gaps in the current MPA network. Increasing protected sea area by just one percent point, would double the mean conservation cover, and specifically increase the protection levels of habitat types based on IUCN Red List of Ecosystems, key species, threatened species and fish reproduction areas. We also discovered that a large part of ecologically valuable species, such as many brown and red algae, blue mussels and eelgrass, exist in the underwater parts of rocky islands and sandy shores. These areas do not belong to the present (Finnish) interpretation of the habitats (e.g., reefs and underwater sandbanks) listed in the EU Habitats Directive. Neglecting these environments may lead to lack of protection of functionally important biodiversity. We emphasize that, in addition to establishing MPAs, also ecosystem-based marine spatial planning is needed to safeguard the integrity of marine biodiversity in the northern Baltic Sea. The spatial prioritization maps produced in this study are essentially environmental value maps which can also be used in impact avoidance, such as siting of wind energy and aquaculture, or in avoiding overfishing in the most valuable fish areas. Our approach and analytical procedure can be replicated in the Baltic Sea or elsewhere provided that sufficient data exist. © 2018 Virtanen, Viitasalo, Lappalainen and Moilanen.","Baltic Sea; Boosted regression trees; Conservation planning; Marine spatial planning; Spatial conservation prioritization; Species distribution modeling; Zonation software","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85056108981"
"Boulaaba S.; Zrelli S.; Płóciennik M.; Boumaiza M.","Boulaaba, S. (56418454400); Zrelli, S. (37109059100); Płóciennik, M. (26538078300); Boumaiza, M. (6602598872)","56418454400; 37109059100; 26538078300; 6602598872","Diversity and distribution of Chironomidae (Insecta: Diptera) of protected areas in North Tunisia; [Diversité et distribution des Chironomidae (Insecta, Diptera) au Nord de la Tunisie]","2014","Knowledge and Management of Aquatic Ecosystems","","415","A6","","","","6","10.1051/kmae/2014031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910610381&doi=10.1051%2fkmae%2f2014031&partnerID=40&md5=05e0874ad0d8996196e84cd5ba3caf50","In North Africa seasonal streams called wadi are an unique habitats with serve hydrological and thermal regime. Non-biting midges take an important part of freshwater biodiversity in North Africa. We present new data on the distribution and diversity of Chironomidae in North Tunisia. Larvae, pupal exuviae and adult males of chironomids were collected from a various freshwater ecosystems from May 2005 till April 2006. The aim of this study was to recognize the pattern of midge diversity in North Tunisia to estimate ecological value of running waters in the region. In total, 79 taxa were identified. Nearly all of the taxa were typical representatives of the Palaearctic and Mediterranean complexes. The majority of the investigated sites belonged to the protected areas in North Tunisia, such as the Ichkeul National Park, the Kroumerie Mountains and the El Feija National Park, part of the Intercontinental Reserve of the Mediterranean Biosphere. Altitudinal zonation of the communities composition was found in the lowland (<250 m a.s.l.) and upland zone (>250 m a.s.l.) with maximum of 760 m. Whereas among the data 39 species are recorded from Tunisia for the first time, the species richness of Chironomidae is higher than previously estimated. © 2014 ONEMA.","Biodiversity; Chironomidae; Diptera; Tunisia; Wadi","Ceratopogonidae; Chironomidae; Diptera; Insecta","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84910610381"
"Nieto C.; Ovando X.M.C.; Loyola R.; Izquierdo A.; Romero F.; Molineri C.; Rodríguez J.; Rueda Martín P.; Fernández H.; Manzo V.; Miranda M.J.","Nieto, Carolina (16556079400); Ovando, Ximena M.C. (38661663700); Loyola, Rafael (16507526800); Izquierdo, Andrea (24074043900); Romero, Fátima (27968160800); Molineri, Carlos (6603255933); Rodríguez, José (55949019900); Rueda Martín, Paola (11142014100); Fernández, Hugo (7202199349); Manzo, Verónica (14031801900); Miranda, María José (57210548602)","16556079400; 38661663700; 16507526800; 24074043900; 27968160800; 6603255933; 55949019900; 11142014100; 7202199349; 14031801900; 57210548602","The role of macroinvertebrates for conservation of freshwater systems","2017","Ecology and Evolution","7","14","","5502","5513","11","24","10.1002/ece3.3101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020847625&doi=10.1002%2fece3.3101&partnerID=40&md5=5d4dd57662efad20c5790bf6338bcf1b","Freshwater ecosystems are the most threatened ecosystems worldwide. Argentinian-protected areas have been established mainly to protect vertebrates and plants in terrestrial ecosystems. In order to create a comprehensive biodiverse conservation plan, it is crucial to integrate both aquatic and terrestrial systems and to include macroinvertebrates. Here, we address this topic by proposing priority areas of conservation including invertebrates, aquatic ecosystems, and their connectivity and land uses. Location: Northwest of Argentina. We modeled the ecological niches of different taxa of macroinvertebrates such as Coleoptera, Ephemeroptera, Hemiptera, Megaloptera, Lepidoptera, Odonata, Plecoptera, Trichoptera, Acari, and Mollusca. Based on these models, we analyzed the contribution of currently established protected areas in the conservation of the aquatic biodiversity and we propose a spatial prioritization taking into account possible conflict regarding different land uses. Our analysis units were the real watersheds, to which were added longitudinal connectivity up and down the rivers. A total of 132 species were modeled in the priority area analyses. The analysis 1 showed that only an insignificant percentage of the macroinvertebrates distribution is within the protected areas in the North West of Argentina. The analyses 2 and 3 recovered similar values of protection for the macroinvertebrate species. The upper part of Bermejo, Salí-Dulce, San Francisco, and the Upper part of Juramento basins were identified as priority areas of conservation. The aquatic ecosystems need special protection and 10% or even as much as 17% of land conservation is insufficient for species of macroinvertebrates. In turn the protected areas need to combine the aquatic and terrestrial systems and need to include macroinvertebrates as a key group to sustain the biodiversity. In many cases, the land uses are in conflict with the conservation of biodiversity; however, it is possible to apply the connectivity of the watersheds and create multiple-use modules. © 2017 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd.","connectivity; conservation planning; invertebrates; South America; spatial prioritization; species distribution models; watersheds; zonation","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85020847625"
"Savage J.M.; Hudson M.D.; Osborne P.E.","Savage, Jessica M. (57191444463); Hudson, Malcolm D. (14060330500); Osborne, Patrick E. (7102953824)","57191444463; 14060330500; 7102953824","The challenges of establishing marine protected areas in South East Asia","2019","Marine Protected Areas: Science, Policy and Management","","","","343","359","16","6","10.1016/B978-0-08-102698-4.00018-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080811937&doi=10.1016%2fB978-0-08-102698-4.00018-6&partnerID=40&md5=e9a66884025e3779134439ac33cce7dc","One of the most important things to understand about marine protected areas, is that they are ultimately designed to alter the way humans interact with their environment. In South East Asia, coastal communities are much more likely to be dependent on marine resources for livelihoods, with limited opportunities for livelihood diversification, compared with coastal communities in more developed countries. Recognising the overwhelming global targets for the protection of marine habitats, there needs to be more consideration for the way that people fit in to the way that conservation programmes are designed and implemented. Bearing in mind the factors that are widely considered to make marine protected areas successful, the governance strategies involved, and the resources needed to implement the number of protected areas required, the situation is extremely complex. Theory suggests that if we implement a large number of protected areas, then it is reasonable to assume that some of them will be successful. However, this is where it is essential to remember the people impacted by protected areas. This chapter seeks to identify a number of the issues facing the effective implementation of conservation strategies, in an effort to identify a path towards effective marine resource management. © 2020 Elsevier Ltd. All rights reserved.","Marine habitats; Marine protected areas; Natural resource governance; Southeast Asia; Tourism; Zonation","","Book chapter","Final","","Scopus","2-s2.0-85080811937"
"de Albuquerque F.S.; Benito B.; Beier P.; Assunção-Albuquerque M.J.; Cayuela L.","de Albuquerque, Fábio Suzart (23969908700); Benito, Blas (25624532200); Beier, Paul (7003587911); Assunção-Albuquerque, Maria José (26028247900); Cayuela, Luis (13002599500)","23969908700; 25624532200; 7003587911; 26028247900; 13002599500","Supporting underrepresented forests in Mesoamerica","2015","Natureza e Conservacao","13","2","","152","158","6","12","10.1016/j.ncon.2015.02.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960252591&doi=10.1016%2fj.ncon.2015.02.001&partnerID=40&md5=d629b4fdd821a21840fdef692f129645","The third largest Biodiversity Hotspot of the world, Mesoamerican forests are declining due to human pressures. Based on species distribution models calibrated for 1224 native tree species in Mesoamerica, we identified high-value forest conservation areas at the resolution of a 10 km × 10 km cells using the Zonation Reserve Selection software, and investigated whether these high-value forest conservation areas are well represented by the World Database on Protected Areas network. We had three key findings. First, dry forest is the least protected biome in Mesoamerica (4.5% protected), indicating that further action to safeguard this biome is warranted. Secondly, the poor overlap between protected areas and high-value forest conservation areas found herein may provide evidence that the establishment of protected areas may not be fully accounting for tree priority rank map. Third, high percentages of forest cover and high-value forest conservation areas still need to be represented by the protected areas network. Because deforestation rates are still increasing in this region, Mesoamerica needs funding and coordinated action by policy makers, national and local governmental and non-governmental organizations, conservationists and other stakeholders. © 2015 Associação Brasileira de Ciência Ecológica e Conservação.","Biodiversity hotspots; Biological conservation; Conservation values; Gaps; Protected areas; Trees","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84960252591"
"Krüger L.; Ramos J.A.; Xavier J.C.; Grémillet D.; González-Solís J.; Kolbeinsson Y.; Militão T.; Navarro J.; Petry M.V.; Phillips R.A.; Ramírez I.; Reyes-González J.M.; Ryan P.G.; Sigurðsson I.A.; Van Sebille E.; Wanless R.M.; Paiva V.H.","Krüger, L. (26029898700); Ramos, J.A. (35270086800); Xavier, J.C. (57545827600); Grémillet, D. (54903897800); González-Solís, J. (55498661900); Kolbeinsson, Y. (35086167300); Militão, T. (25930488200); Navarro, J. (15835212200); Petry, M.V. (15737466300); Phillips, R.A. (7404241775); Ramírez, I. (8210287900); Reyes-González, J.M. (55660303000); Ryan, P.G. (7402920679); Sigurðsson, I.A. (57196090203); Van Sebille, E. (22636301500); Wanless, R.M. (6701329947); Paiva, V.H. (12767771900)","26029898700; 35270086800; 57545827600; 54903897800; 55498661900; 35086167300; 25930488200; 15835212200; 15737466300; 7404241775; 8210287900; 55660303000; 7402920679; 57196090203; 22636301500; 6701329947; 12767771900","Identification of candidate pelagic marine protected areas through a seabird seasonal-, multispecific- and extinction risk-based approach","2017","Animal Conservation","20","5","","409","424","15","18","10.1111/acv.12339","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012986120&doi=10.1111%2facv.12339&partnerID=40&md5=e1f4e8e53a4c0b28812b3c8f5605882a","With increasing pressure on the oceans from environmental change, there has been a global call for improved protection of marine ecosystems through the implementation of marine protected areas (MPAs). Here, we used species distribution modelling (SDM) of tracking data from 14 seabird species to identify key marine areas in the southwest Atlantic Ocean, valuing areas based on seabird species occurrence, seasonality and extinction risk. We also compared overlaps between the outputs generated by the SDM and layers representing important human threats (fishing intensity, ship density, plastic and oil pollution, ocean acidification), and calculated loss in conservation value using fishing and ship density as cost layers. The key marine areas were located on the southern Patagonian Shelf, overlapping extensively with areas of high fishing activity, and did not change seasonally, while seasonal areas were located off south and southeast Brazil and overlapped with areas of high plastic pollution and ocean acidification. Non-seasonal key areas were located off northeast Brazil on an area of high biodiversity, and with relatively low human impacts. We found support for the use of seasonal areas depending on the seabird assemblage used, because there was a loss in conservation value for the seasonal compared to the non-seasonal approach when using ‘cost’ layers. Our approach, accounting for seasonal changes in seabird assemblages and their risk of extinction, identified additional candidate areas for incorporation in the network of pelagic MPAs. © 2017 The Zoological Society of London","Brazil; conservation value; marine protected areas; seabird tracking; species distribution model; species distribution modelling; Zonation","Atlantic Ocean; Atlantic Ocean (Southwest); Patagonian Shelf; conservation management; extinction risk; marine park; modeling; pelagic environment; risk assessment; seabird; species conservation","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85012986120"
"Joubert L.; Pryke J.S.; Samways M.J.","Joubert, Lize (57203514435); Pryke, James S. (16319927900); Samways, Michael J. (7004518089)","57203514435; 16319927900; 7004518089","Past and present disturbances influence biodiversity value of subtropical grassland ecological networks","2016","Biodiversity and Conservation","25","4","","725","737","12","9","10.1007/s10531-016-1088-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961678009&doi=10.1007%2fs10531-016-1088-8&partnerID=40&md5=2f7369f421dd51520d621bbe5f231c9a","The effect of transforming natural habitat to commercial land uses can be mitigated by implementing ecological networks (ENs) in production landscapes. However, EN ability to conserve biodiversity is potentially influenced by past and present disturbances, and spatial configuration of habitat patches. Here, we investigated how plant assemblages of a subtropical EN in a timber production landscape in South Africa respond to disturbance history (i.e. natural vs. recovering after removal of Pinus spp.), mowing in firebreaks (i.e. 30 m wide grassy strips intended to stop spread of fires in plantations), and three design parameters: corridor width, distance to protected area boundary, and context i.e. proportion eucalypt compartments within 500 m radius. Reference sites were in the adjacent iSimangaliso Wetland Park, a protected area (PA). Past disturbances and the current practice of mowing in firebreaks significantly influenced plant species composition, but not plant species richness. Plant dominance was greatest in mowed firebreaks, but similar between natural and recovering grassland. None of the design variables affected plant species richness, or composition. However, dominance was significantly and negatively correlated with corridor width, and positively correlated with context. Hence, sites are ordered in terms of their biodiversity value from greatest to lowest: natural areas > recovering areas > firebreaks. Based on these results, natural grassland in wide, well-connected corridors should have greatest conservation priority. We recommend that past disturbances, and current management practices should be taken into account and integrated into the design of future ENs. Such an approach is necessary for effective biodiversity conservation in production landscapes. © 2016, Springer Science+Business Media Dordrecht.","Firebreaks; Mown; Plantation forestry; Recovering grassland","iSimangaliso Wetland Park; KwaZulu-Natal; South Africa; biodiversity; conservation planning; disturbance; ecological zonation; ecosystem structure; forestry production; grassland; land use change; landscape history; patch use; plantation forestry; protected area; restoration ecology","Article","Final","","Scopus","2-s2.0-84961678009"
"Wan J.; Wang C.; Han S.; Yu J.","Wan, Jizhong (56072661000); Wang, Chunjing (55234798300); Han, Shijie (7405944157); Yu, Jinghua (55682159200)","56072661000; 55234798300; 7405944157; 55682159200","Planning the priority protected areas of endangered orchid species in northeastern China","2014","Biodiversity and Conservation","23","6","","1395","1409","14","47","10.1007/s10531-014-0671-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900033589&doi=10.1007%2fs10531-014-0671-0&partnerID=40&md5=7b63c1f006a3b8c17f18ade72fb0e9c2","We used endangered orchid species as a case study for establishing priority protected areas (PPAs). We conducted a detailed investigation of 2,884 plots in northeastern China and selected 6 nationally protected orchid species (the number of plots for each species ≥5) to plan PPAs in order to conserve these endangered plants. First, we estimated the potential habitat distributions of 6 orchid species using species distribution models (in the program Maxent). Second, we identified PPAs using the results of both Maxent and systematic conservation planning software (Zonation). We found that the PPAs we identified were all distributed in the eastern, northeastern, and northern parts of the study region on which we focused. We observed that existing nature reserves in those areas were much smaller than the PPAs we identified, suggesting the need for expansion of these zones. Finally, we identified some recommended protection areas based on our PPAs, which we believe are suitable areas of in situ conservation. These areas could assist in the formulation of protection policies for these endangered orchid species. Our results have broad implications for conservation biology and the redefinition of protective zones for at-risk species. © 2014 Springer Science+Business Media Dordrecht.","Habitat distribution; Maxent; Nature reserves; Orchid species; Protected area; Zonation","China; Orchidaceae; conservation planning; dicotyledon; endangered species; nature reserve; prioritization; spatial distribution; zonation","Article","Final","","Scopus","2-s2.0-84900033589"
"Triviño M.; Kujala H.; Araújo M.B.; Cabeza M.","Triviño, María (54788491200); Kujala, Heini (23094362200); Araújo, Miguel B. (7202962622); Cabeza, Mar (7004658686)","54788491200; 23094362200; 7202962622; 7004658686","Planning for the future: identifying conservation priority areas for Iberian birds under climate change","2018","Landscape Ecology","33","4","","659","673","14","32","10.1007/s10980-018-0626-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044759609&doi=10.1007%2fs10980-018-0626-z&partnerID=40&md5=07d12d8bff949a6efcf7e5f6743bf2a2","Context: Species are expected to shift their distributions in response to global environmental changes and additional protected areas are needed to encompass the corresponding changes in the distributions of their habitats. Conservation policies are likely to become obsolete unless they integrate the potential impacts of climate and land-use change on biodiversity. Objectives: We identify conservation priority areas for current and future projected distributions of Iberian bird species. We then investigate the extent to which global change informed priority areas are: (i) covered by existing protected area networks (national protected areas and Natura 2000); (ii) threatened by agricultural or urban land-use changes. Methods: We use outputs of species distributions models fitted with climatic data as inputs in spatial prioritization tools to identify conservation priority areas for 168 bird species. We use projections of land-use change to then discriminate between threatened and non-threatened priority areas. Results: 19% of the priority areas for birds are covered by national protected areas and 23% are covered by Natura 2000 sites. The spatial mismatch between protected area networks and priority areas for birds is projected to increase with climate change. But there are opportunities to improve the protection of birds under climate change, as half of the priority areas are currently neither protected nor in conflict with urban or agricultural land-uses. Conclusions: We identify critical areas for bird conservation both under current and climate change conditions, and propose that they could guide the establishment of new conservation areas across the Iberian Peninsula complementing existing protected areas. © 2018, Springer Science+Business Media B.V., part of Springer Nature.","Bioclimatic envelope models; Breeding birds; Conservation planning; Land-use change; Natura 2000; Portugal; Protected areas; Reserve networks; Spain; Zonation software","Aves","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85044759609"
"Pérez-Pueyo M.; Bádenas B.; Villas E.","Pérez-Pueyo, Manuel (57201361846); Bádenas, Beatriz (6603260884); Villas, Enrique (6602809333)","57201361846; 6603260884; 6602809333","Sedimentology and paleontology of the lower member of the Nogueras FM (Lower Devonian) at Santa Cruz de Nogueras (Teruel, NE Spain)","2018","Revista de la Sociedad Geologica de Espana","31","1","","89","104","15","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055263127&partnerID=40&md5=9d2268b4ff16a9ef97105c3ca3ffbee8","An integrated sedimentological and paleontological analysis has been carried out in the lower member (d2a) of the shallow-marine Nogueras Formation (Lower Devonian, Iberian Chains). This formation represents the first carbonate-dominated and fossil-rich sedimentary unit of the Devonian of the Iberian Chains. Nine sedimentary facies, including terrigenous-clastic, mixed and carbonate facies, which are complexly intercalated at bed scale, have been characterized. Based on their sedimentary features and their lateral relationships using Markov chain analysis, two sedimentary models for the lower and upper part of d2a member have been proposed, which represent deposition in a mixed clastic-carbonate shallow marine depositional system. They include terrigenous-clastic intertidal deposits and predominant skeletal, carbonate-dominated and grain-supported facies in the high-energy shallow subtidal zone, whith a clear zonation of the skeletal components (brachiopods, bryozoans and crinoids, from shallow to relatively deep areas). Phosphate nodules, phosphatized fossils, ferruginous crusts and iron ooids, which are frequently associated with the relatively shallower bioclastic brachiopod facies, were probably linked to mineral continental sources and to remobilization in the shallow water high-energy area. The paleontological analysis shows that some of those organisms lived in protected areas of the subtidal zone, including in particular high-diversity communities of brachiopods, adapted to turbid waters with fine terrigenous suspended sediments. © 2018 Sociedad Geologica de Espana. All rights reserved.","Brachiopods; Iberian Chains; Lower Devonian; Mixed clastic-carbonate platform; Santa Cruz de Nogueras; Teruel","","Review","Final","","Scopus","2-s2.0-85055263127"
"Rayfield B.; Pelletier D.; Dumitru M.; Cardille J.A.; Gonzalez A.","Rayfield, Bronwyn (9741353500); Pelletier, David (36929190600); Dumitru, Maria (56921751000); Cardille, Jeffrey A. (6603089483); Gonzalez, Andrew (7404585173)","9741353500; 36929190600; 56921751000; 6603089483; 7404585173","Multipurpose habitat networks for short-range and long-range connectivity: A new method combining graph and circuit connectivity","2016","Methods in Ecology and Evolution","7","2","","222","231","9","51","10.1111/2041-210X.12470","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958862996&doi=10.1111%2f2041-210X.12470&partnerID=40&md5=762b7f95df87372ef4b562e93407c5c9","Biodiversity conservation in landscapes undergoing climate and land-use changes requires designing multipurpose habitat networks that connect the movements of organisms at multiple spatial scales. Short-range connectivity within habitat networks provides organisms access to spatially distributed resources, reduces local extinctions and increases recolonization of habitat fragments. Long-range connectivity across habitat networks facilitates annual migrations and climate-driven range shifts. We present a method for identifying a multipurpose network of forest patches that promotes both short- and long-range connectivity. Our method uses both graph-theoretic analyses that quantify network connectedness and circuit-based analyses that quantify network traversability as the basis for identifying spatial conservation priorities on the landscape. We illustrate our approach in the agroecosystem, bordered by the Laurentian and Appalachian mountain ranges, that surrounds the metropolis of Montreal, Canada. We established forest conservation priorities for the ovenbird, a Neotropical migrant, sensitive to habitat fragmentation that breeds in our study area. All connectivity analyses were based on the same empirically informed resistance surface for ovenbird, but habitat pixels that facilitated short- and long-range connectivity requirements had low spatial correlation. The trade-off between connectivity requirements in the final ranking of conservation priorities showed a pattern of diminishing returns such that beyond a threshold, additional conservation of long-range connectivity had decreased effectiveness on the conservation of short-range connectivity. Highest conservation priority was assigned to a series of stepping stone forest patches across the study area that promote traversability between the bordering mountain ranges and to a collection of small forest fragments scattered throughout the study area that provide connectivity within the agroecosystem. Landscape connectivity is important for the ecology and genetics of populations threatened by climate change and habitat fragmentation. Our method has been illustrated as a means to conserve two critical dimensions of connectivity for a single species, but it is designed to incorporate a variety of connectivity requirements for many species. Our approach can be tailored to local, regional and continental conservation initiatives to protect essential species movements that will allow biodiversity to persist in a changing climate. © 2016 British Ecological Society."," zonation; Circuitscape; Climate change; Connectivity conservation; Dispersal; Modelling; Protected areas; Spatial conservation planning","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84958862996"
