"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Van Vleet E.; Bray D.B.; Durán E.","Van Vleet, Eric (57191410502); Bray, David Barton (7102350138); Durán, Elvira (7005322937)","57191410502; 7102350138; 7005322937","Knowing but not knowing: Systematic conservation planning and community conservation in the Sierra Norte of Oaxaca, Mexico","2016","Land Use Policy","59","","","504","515","11","17","10.1016/j.landusepol.2016.09.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989853906&doi=10.1016%2fj.landusepol.2016.09.010&partnerID=40&md5=e2e604dc14a9f132f237d519a73fcd99","Systematic conservation planning (SCP) seeks to propose new reserves through a scientifically rigorous process using databases and research selection algorithims. However, SCP exercises have been criticized for “knowing but not doing”, i.e. not implementing the proposed reserve. But there is an additional problem that can be called “knowing but not knowing”, knowing things from databases, but not knowing crucial contextual information about community-based social processes that have supported the high forest cover and biodiversity detected. Examined here is how a common property region of the Sierra Norte of Oaxaca, Mexico has maintained high forest cover in the absence of public protected areas, while multiple SCP exercises have advocated for the creation of public protected areas in communal tropical montane cloud forests and pine forests as strategies for biodiversity conservation and resilience to climate change. Methods included archival research, review of community documents, focus group interviews, semi-structured interviews, participant observation, land use transects, and GIS analysis and remote sensing. Conservation in the region originally occurred because of low population densities, steep slopes and a lack of agricultural subsidies, supported by locally adapted agricultural practices. In the 1990s, a transition from passive to active conservation took place with land use zoning plans, community conservation rules, community forestry enterprises and payments for environmental service programs that consolidated a trend towards high, unthreatened forest cover. Today, the study communities have an average of 88.3% forest cover, with 61% of that in informal conservation based on community land use zoning and rules and another 14% governed by forest management plans approved by the Mexican government. We argue that truly systematic conservation plans would seek to understand how communities in the region are already managing forests for conservation. It is pointless and uninformed to advocate for top-down conservation interventions of forests that are already robustly conserved and resilient to climate change due to community action. © 2016 Elsevier Ltd","Biodiversity conservation; Community conservation; Mexico; Oaxaca; Systematic conservation planning","Mexico [North America]; Oaxaca; Sierra Norte de Oaxaca; biodiversity; coniferous forest; conservation planning; forest cover; forest management; montane forest; protected area","Article","Final","","Scopus","2-s2.0-84989853906"
"Agardy T.; Claudet J.; Day J.C.","Agardy, Tundi (6602737853); Claudet, Joachim (8275355900); Day, Jon C. (7403323596)","6602737853; 8275355900; 7403323596","‘Dangerous Targets’ revisited: Old dangers in new contexts plague marine protected areas","2016","Aquatic Conservation: Marine and Freshwater Ecosystems","26","","","7","23","16","59","10.1002/aqc.2675","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985972813&doi=10.1002%2faqc.2675&partnerID=40&md5=8a5e74621fe3a3464aac8568bca0bf42","The use of targets to provide measurable objectives and benchmarks for management, conservation, and restoration of ecosystems is commonplace. In the marine and coastal realms, targets have been successful in setting sustainable limits to fisheries harvests, thresholds for pollutants, and recommended amounts of representative habitat included in marine protected area (MPA) networks. Quantifiable targets can dissuade governments from making dubious claims about investments in ocean protection that sound impressive but cannot be verified. Examples are presented where protection targets have been used successfully for marine management, and instances where measurable and meaningful benchmarks serve to allow tracking of true progress. However, the setting of targets can also be a double-edged sword. In some cases, targets have proven useful, but in many instances, interventions made to fulfil targets not only give a false illusion of progress or even success, they present opportunity costs that impede further conservation. Some of these issues were raised in the 2003 article ‘Dangerous Targets?: Unresolved issues and ideological clashes around marine protected areas’ that appeared in Aquatic Conservation: Marine and Freshwater Ecosystems. Since its publication, the article's warnings about how targets can sometimes be dangerous and counter-productive have led to intense debate among scientists and policy-makers alike, and the paper has been cited in more than 500 publications. Yet today, more than a dozen years after the first ‘Dangerous Targets' publication, new targets are driving more MPA designations and conservation strategies than ever before, and the ‘dangerous’ aspects of target setting have been largely ignored. This paper discusses old ‘dangers' in the context of new developments in marine conservation, including the lingering problem of having simplistic metrics drive marine policies, and the unintended result that can often occur when outputs (percentage of area under MPA designation) do not align with true outcomes of effective management and conservation. Newly emerging ‘dangers’ in letting areal targets (percentage of area under MPA designation) drive MPA designations are also discussed, including how the rush to fulfil obligations to protect a certain proportion of area is taking place in planning, separate from broader level, and potentially more holistic, marine spatial planning (MSP). The paper suggests five recommendations that would allow policy-makers to use targets more effectively, including: (1) increase transparency in planning, especially around specific goals and objectives of MPA establishment; (2) use time-based areal targets when representativity is a goal of the protected area strategy; (3) use MPAs when spatial protections are the best solution to the management challenge; (4) design MPAs with intrinsic performance goals, and use performance-based metrics in subsequent evaluation of MPAs; and (5) embed MPA planning into broader policy frameworks, including MSP. These five recommendations are oriented toward multilateral institutions, governments, and non-governmental organizations, suggesting concrete ways to utilize target-setting to their best advantage, in order to fight the downward spiral of degradation affecting marine and coastal environments worldwide. Copyright © 2016 John Wiley & Sons, Ltd. Copyright © 2016 John Wiley & Sons, Ltd.","biodiversity conservation; conservation targets; fisheries; marine protected areas; marine reserves; marine spatial planning; ocean zoning; systematic planning","biodiversity; conservation management; fishery management; marine park; policy making; spatial planning","Article","Final","","Scopus","2-s2.0-84985972813"
"Habtemariam B.T.; Fang Q.","Habtemariam, Bereket Tesfamariam (56656407800); Fang, Qinhua (12793964900)","56656407800; 12793964900","Zoning for a multiple-use marine protected area using spatial multi-criteria analysis: The case of the Sheik Seid Marine National Park in Eritrea","2016","Marine Policy","63","","","135","143","8","28","10.1016/j.marpol.2015.10.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945293114&doi=10.1016%2fj.marpol.2015.10.011&partnerID=40&md5=4dbc8d66e9bb9568db4dd2a30f4f2b50","Marine and coastal areas worldwide are now facing increasing pressures, particularly from intensified human activities; marine protected areas (MPAs) are therefore designated to conserve marine biodiversity, and zoning has been used as an effective means to minimize conflicts between human use and biodiversity conservation and that among different users. However, there are currently very few zoning practice examples of MPAs reported in developing countries. In this paper, an interdisciplinary method combining spatial multi-criteria analysis (SMCA), geographic information system (GIS) and stakeholder consultation to develop a zoning scheme in the multiple-use MPAs of Eritrea is illustrated. Three higher-level criteria and eight lower-level criteria are identified based on the value-focused approach to multi-criteria analysis, and stakeholder preference is represented by pair-wise comparison (AHP analysis). Subsequently, the simple additive weighting (SAW) method is used to determine the suitability of an area for each protection level using spatial analysis software. Through this study, a zoning scheme considering both the scientific soundness and the practical feasibility of the Sheik Seid Marine National Park (SSMNP) in the Eritrean waters is proposed. The method could serve as a model for developing a zoning plan for those similar cases, particularly in the developing countries with data and financial and technical limits. © 2015 Elsevier Ltd.","GIS; Marine protected areas; Spatial multi-criteria analysis; The Sheik Seid Marine National Park; Zoning","Eritrea; GIS; interdisciplinary approach; marine park; multicriteria analysis; national park; stakeholder","Article","Final","","Scopus","2-s2.0-84945293114"
"Makailipessy M.M.; Thenu I.M.; Abrahamsz J.","Makailipessy, Marvin Mario (57196955832); Thenu, Imanuel Musa (56641707900); Abrahamsz, James (57200543253)","57196955832; 56641707900; 57200543253","Marine spatial utilization by local fisherman in west kei kecil small islands park, maluku province, Indonesia","2018","AACL Bioflux","11","1","","43","54","11","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041556879&partnerID=40&md5=3eaeaa43c7dfbfcbe20c9c1d7ee8343c","Spatial information on fishing such as fishing grounds of local fishermen contributes to the preparation and evaluation of zoning of a marine conservation area. This information is also useful in reducing the potential for space conflicts. The purpose of this study is to analyze the use of sea space by local fishermen based on fishing gear and fishing ground, as well as evaluation of suitability of fishing ground with zonation system in the conservation area of Kei Kecil Island. The research was conducted in May to August 2017, in 3 fishermen ohoi (village), Matwaer, Somlain and Ohoidertutu. Data collection uses interview techniques and participatory mapping. Data is processed and analyzed based on geographic information system (GIS). The results show the utilization of marine space based on the distribution of fishing gear which is dominated by gill net and lines. The use of marine space based on fishing ground, varies seasonally. Local fishermen categorize seasonally fishing ground based on the distribution of fish catches, include: high season from September to December, middle season from May to August, and low season from January to April. There are three types of fishing ground based on the intensity of space use, covering primary, secondary and tertiary fishing ground. Tertiary fishing grounds have wider space use patterns than other types of fishing ground. In the famine season, fishermen tend to enter core zones, sub-zones of tourism and aquaculture for fishing purposes, means that local fishermen have violated the zonation system on TPK Kei Kecil Island. © 2018, BIOFLUX SRL. All rights reserved.","Evaluation; Fisherman; Fishing ground; Marine protected area; Zonation system","","Article","Final","","Scopus","2-s2.0-85041556879"
"Xu W.; Li X.; Pimm S.L.; Hull V.; Zhang J.; Zhang L.; Xiao Y.; Zheng H.; Ouyang Z.","Xu, Weihua (55487629900); Li, Xiaosong (56014821400); Pimm, Stuart L. (7006131065); Hull, Vanessa (24472727900); Zhang, Jingjing (57196377884); Zhang, Lu (57213178804); Xiao, Yi (36461966400); Zheng, Hua (8253975000); Ouyang, Zhiyun (7006468812)","55487629900; 56014821400; 7006131065; 24472727900; 57196377884; 57213178804; 36461966400; 8253975000; 7006468812","The effectiveness of the zoning of China's protected areas","2016","Biological Conservation","204","","","231","236","5","38","10.1016/j.biocon.2016.10.028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027928076&doi=10.1016%2fj.biocon.2016.10.028&partnerID=40&md5=179eca9f16d6bb5edccbcb0843b3b80f","Increasing human numbers and aspirations threaten protected areas worldwide. China faces especially strong pressure since many people live inside protected areas. It has sought to balance human needs and conservation goals within them by creating mixed zoning schemes loosely based on UNESCO's Man and the Biosphere Programme. These include strictly-protected core zones, buffer zones allowing limited human use, and experimental zones that examine different land-use options. To test the efficacy of this zoning, we employed field surveys and remote sensing to assess the penetration of agricultural and urban land into 109 national nature reserves in China for 2000 and 2010. Human disturbance was lowest in core zones and highest in experimental zones in both 2000 and 2010. Over this period, 82% of the reserves were unchanged or had decreased human disturbance. Nonetheless, overall human disturbance increased by 7%, 4%, and 5% in the core, buffer and experimental zones respectively. Almost all the increase in the core zone was in four wetland reserves, where human actions converted large areas to agriculture. Some 58% of reserves experienced some human disturbance in core zones in 2010, demonstrating a need for more effective zoning. The findings have broader implications for protected area management globally because they highlight the strengths and weaknesses of zoning for balancing human needs and species conservation. © 2016 Elsevier Ltd","China; Conservation planning; Nature reserves; Protected area; Zoning","China; anthropogenic effect; conservation planning; conservation status; field survey; nature reserve; remote sensing; species conservation; UNESCO; wetland; zoning policy","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85027928076"
"Giglio V.J.; Bornatowski H.","Giglio, Vinicius J. (56458298600); Bornatowski, Hugo (23968823600)","56458298600; 23968823600","Fishers’ ecological knowledge of smalleye hammerhead, Sphyrna tudes, in a tropical estuary","2016","Neotropical Ichthyology","14","2","e150103","","","8","5","10.1590/1982-0224-20150103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975864548&doi=10.1590%2f1982-0224-20150103&partnerID=40&md5=83c6ebd59256f980304923f0d6f2f178","Coastal hammerheads have suffered from overexploitation and environmental degradation. We interviewed 79 artisanal fishers to verify fishery aspects, temporal changes in catches and biological aspects of the smalleye hammerhead, Sphyrna tudes, in a marine protected area on Abrolhos Bank, Brazil. Data were compared between three generations of fishers: young, middle-aged and old. Fishers' age varied between 17 and 88 years. We verified significant reductions in the weight of individuals caught by younger fishers. The main types of fishing gear used to catch S. tudes were gill nets and longlines. Overfishing through gill nets and trawl fisheries were mentioned as the cause of S. tudes population collapse in the region. The shark’s diet as reported by fishers consisted of fish, crab and shrimp; austral summer was the reproductive season. A strong similarity was verified between fishers’ knowledge and biological data. We suggest as plausible strategies to conserve the local population of S. tudes the reduction of net fisheries impact through zoning and establishment of no take areas. These steps can help to initiate the recovery of this depleted species. © 2016, Sociedade Brasileira de Ictiologia. All rights reserved.","Abrolhos Bank; Artisanal fishing; Coastal shark; Elasmobranch; Fisheries management","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84975864548"
"Soares M.D.O.; Lucas C.C.","Soares, Marcelo de Oliveira (36618032200); Lucas, Caroline Costa (57201554382)","36618032200; 57201554382","Towards large and remote protected areas in the South Atlantic Ocean: St. Peter and St. Paul´s Archipelago and the Vitória-Trindade Seamount Chain","2018","Marine Policy","93","","","101","103","2","20","10.1016/j.marpol.2018.04.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045287122&doi=10.1016%2fj.marpol.2018.04.004&partnerID=40&md5=08cf8ddf174090fa4a8347dc02473412","Large (>10,000 km2) marine protected areas (LMPAs) have recently been established around the planet in pursuit of international conservation and geopolitical goals. A recent such initiative in the South Atlantic has important social and ecological implications that have not been discussed in existing literature. In light of this knowledge gap, this article aims to discuss the implementation of MPA networks in the St. Peter and St. Paul´s archipelago and the Vitória-Trindade seamount chain (~1000 km from the Brazilian coast). The participatory process conducted by the Brazilian Federal government created LMPAs networks that integrate multiple-use zones centered on certain natural monuments (islands) and spanning a radius of 200 nautical miles around these islands. With these LMPAs (together covering ~920,000 km2), Brazil increases its MPA coverage from 1.5% to ~ 25% of its EEZ (Exclusive Economic Zone). However, even with this high percentage of protection, many important coastal ecosystems are not yet protected in Brazilian waters. These LMPAs can be an important step towards the conservation of biodiversity and ecosystem services of terrestrial insular, shallow, mesophotic, and deep-sea ecosystems. Owing to this importance, it is necessary to ensure adequate surveillance, participative governance, as well as an adequate management plan to deal with the increase in human pressures (fishing, mining, plastics, and climate-change stressors). This paper discusses strategies for the establishment of ocean zoning (including no-take zones) and large-scale marine spatial planning to improve management effectiveness. It also provides insights into the challenges faced in the management of LMPAs in a changing ocean. © 2018 Elsevier Ltd","Exclusive Economic Zone; Management effectiveness; Marine Protected Area; Ocean governance; Oceanic island","Atlantic Ocean; Atlantic Ocean (South); Brazil; Espirito Santo; Pernambuco; Saint Peter and Saint Paul Rocks; Trindade; Vitoria [Espirito Santo]; ecosystem service; environmental management; governance approach; marine policy; participatory approach; protected area; seamount; spatial planning","Article","Final","","Scopus","2-s2.0-85045287122"
"Vardarman J.; Berchová‐Bímová K.; Pěknicová J.","Vardarman, Johana (57200329290); Berchová‐Bímová, Kateřina (6507076604); Pěknicová, Jana (56024623000)","57200329290; 6507076604; 56024623000","The role of protected area zoning in invasive plant management","2018","Biodiversity and Conservation","27","8","","1811","1829","18","13","10.1007/s10531-018-1508-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040861038&doi=10.1007%2fs10531-018-1508-z&partnerID=40&md5=2f28bfb481ac61a968146ce0451b369d","As anthropogenic pressure on the landscape increases, invasive alien species (IAS) pose a growing threat to areas designed to protect high biodiversity habitats. In order to assess the present danger of IAS spread, we examined 23 Czech sites of community importance (SCI) within Natura 2000 protected areas (PA) over 2015 and mapped the occurrence of four IAS: Solidago spp. (goldenrod), Impatiens glandulifera (Himalayan balsam), Heracleum mantegazzianum (giant hogweed) and Fallopia spp. (Japanese knotweed). The model areas were divided into five monitoring zones, graded by conservation importance and habitat disturbance level (core area [A], broader core area [B], semi-natural habitat [C], anthropogenically affected habitat [D], anthropogenically degraded habitat [E]). Despite a high number of IAS occurrences (3222 localities), habitats of European importance (zone A) showed a relatively low level of invasion (< 0.3% total area). Highest IAS occurrence number was in SCI border areas and disturbed habitats (zones C and E). There was a significant positive correlation between level of invasion inside and outside SCIs, related to human activities such as logging and urbanisation. A strong effect for watercourse vicinity was noted for the occurrence of I. glandulifera and Fallopia spp.; but not for H. mantegazzianum and Solidago spp. A stratified management approach, employing zones delimitation to assess what threat pose IAS to the PA objects of conservation, can be useful to prioritize control measures in IAS local action plans. © 2018, Springer Science+Business Media B.V., part of Springer Nature.","Habitat disturbance; Level of invasion; Natura 2000 network; Neophytes; Species distribution","Czech Republic; Heracleum mantegazzianum; Impatiens glandulifera; Polygonum cuspidatum; Solidago; annual plant; anthropogenic effect; biodiversity; biological invasion; disturbance; geographical distribution; herb; human activity; introduced species; invasive species; protected area; zoning system","Article","Final","","Scopus","2-s2.0-85040861038"
"Dudley N.; Phillips A.; Amend T.; Brown J.; Stolton S.","Dudley, Nigel (7005492501); Phillips, Adrian (57214519931); Amend, Thora (57194218321); Brown, Jessica (57198738482); Stolton, Sue (16556694100)","7005492501; 57214519931; 57194218321; 57198738482; 16556694100","Evidence for biodiversity conservation in protected landscapes","2016","Land","5","4","38","","","","16","10.3390/land5040038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010313255&doi=10.3390%2fland5040038&partnerID=40&md5=3c991e0c491e4e387bff4bc395372259","A growing number of protected areas are defined by the International Union for Conservation of Nature (IUCN) as protected landscapes and seascapes, or category V protected areas, one of six protected area categories based on management approach. Category V now makes up over half the protected area coverage in Europe, for instance. While the earliest category V areas were designated mainly for their landscape and recreational values, they are increasingly expected also to protect biodiversity. Critics have claimed that they fail to conserve enough biodiversity. The current paper addresses this question by reviewing available evidence for the effectiveness of category V in protecting wild biodiversity by drawing on published information and a set of case studies. Research to date focuses more frequently on changes in vegetation cover than on species, and results are limited and contradictory, suggesting variously that category V protected areas are better than, worse than or the same as more strictly protected categories in terms of conserving biodiversity. This may indicate that differences are not dramatic, or that effectiveness depends on many factors. The need for greater research in this area is highlighted. Research gaps include: (i) comparative studies of conservation success inside and outside category V protected areas; (ii) the contribution that small, strictly protected areas make to the conservation success of surrounding, less strictly protected areas-and vice versa; (iii) the effectiveness of different governance approaches in category V; (iv) a clearer understanding of the impacts of zoning in a protected area; and (v) better understanding of how to implement landscape approaches in and around category V protected areas. © 2016 by the authors.","Biodiversity conservation; IUCN category V; Protected landscape","","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85010313255"
"McGowan J.; Bode M.; Holden M.H.; Davis K.; Krueck N.C.; Beger M.; Yates K.L.; Possingham H.P.","McGowan, Jennifer (56770731900); Bode, Michael (35304736900); Holden, Matthew H. (55194482400); Davis, Katrina (57031179300); Krueck, Nils C. (57163640700); Beger, Maria (8530143500); Yates, Katherine L. (55270392900); Possingham, Hugh P. (7006846637)","56770731900; 35304736900; 55194482400; 57031179300; 57163640700; 8530143500; 55270392900; 7006846637","Ocean zoning within a sparing versus sharing framework","2018","Theoretical Ecology","11","2","","245","254","9","7","10.1007/s12080-017-0364-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063902990&doi=10.1007%2fs12080-017-0364-x&partnerID=40&md5=1505b772cc7d012919f776a0f1acb66d","The land-sparing versus land-sharing debate centers around how different intensities of habitat use can be coordinated to satisfy competing demands for biodiversity persistence and food production in agricultural landscapes. We apply the broad concepts from this debate to the sea and propose it as a framework to informmarine zoning based on three possible management strategies, establishing: no-take marine reserves, regulated fishing zones, and unregulated open-access areas. We develop a general model that maximizes standing fish biomass, given a fixed management budget while maintaining a minimum harvest level. We find that when management budgets are small, sea-sparing is the optimal management strategy because for all parameters tested, reserves are more cost-effective at increasing standing biomass than traditional fisheries management. For larger budgets, the optimal strategy switches to sea-sharing because, at a certain point, further investing to grow the no-take marine reserves reduces catch below the minimum harvest constraint. Our intention is to illustrate how general rules of thumb derived from plausible, single-purpose models can help guide marine protected area policy under our novel sparing and sharing framework. This work is the beginning of a basic theory for optimal zoning allocations and should be considered complementary to the more specific spatial planning literature for marine reserve as nations expand their marine protected area estates. © The Author(s) 2018.","Fisheries management; Marine policy; Marine protected areas; Marine zoning; Open-access fisheries; Sparing vs sharing","agricultural land; biodiversity; fishery management; food production; habitat use; marine park; marine policy","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85063902990"
"Lin J.; Li X.","Lin, Jinyao (55645257300); Li, Xia (34872691500)","55645257300; 34872691500","Conflict resolution in the zoning of eco-protected areas in fast-growing regions based on game theory","2016","Journal of Environmental Management","170","","","177","185","8","38","10.1016/j.jenvman.2015.11.036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956661673&doi=10.1016%2fj.jenvman.2015.11.036&partnerID=40&md5=0d5b64b6f210ecbf8e602fb7cf316dac","Zoning eco-protected areas is important for ecological conservation and environmental management. Rapid and continuous urban expansion, however, may exert negative effects on the performance of practical zoning designs. Various methods have been developed for protected area zoning, but most of them failed to consider the conflicts between urban development (for the benefit of land developers) and ecological protection (local government). Some real-world zoning schemes even have to be modified occasionally after the lengthy negotiations between the government and land developers. Therefore, our study has presented a game theory-based method to deal with this problem. Future urban expansion in the study area will be predicted by a logistic regression cellular automaton, while eco-protected areas will be delimitated using multi-objective optimization algorithm. Then, two types of conflicts between them can be resolved based on game theory, a theory of decision-making. We established a two-person dynamic game for each conflict zone. The ecological compensation mechanism was taken into account by simulating the negotiation processes between the government and land developers. A final zoning scheme can be obtained when the two sides reach agreements. The proposed method is applied to the eco-protected area zoning in Guangzhou, a fast-growing city in China. The experiments indicate that the conflicts between eco-protection and urban development will inevitably arise when using only traditional zoning methods. Based on game theory, our method can effectively resolve those conflicts, and can provide a relatively reasonable zoning scheme. This method is expected to support policy-making in environmental management and urban planning. © 2015 Elsevier Ltd.","Cellular automata; Ecological protection; Game theory; Urban expansion; Zoning","Algorithms; China; City Planning; Conservation of Natural Resources; Ecosystem; Game Theory; Humans; Local Government; Negotiating; China; Guangdong; Guangzhou; algorithm; cellular automaton; conflict management; conservation management; decision making; design; environmental management; game theory; local government; optimization; protected area; urban development; zonation; case report; China; city planning; compensation; consensus development; decision making; environmental management; game; government; human; logistic regression analysis; theoretical model; algorithm; city planning; ecosystem; environmental protection; interpersonal communication; procedures","Article","Final","","Scopus","2-s2.0-84956661673"
"Ghanem R.; Soussi J.B.","Ghanem, R. (56260941200); Soussi, J. Ben (56538580500)","56260941200; 56538580500","Fish Assemblages Survey Technique (Fast) in Tunisian marine waters (Central Mediterranean)","2017","Journal of Ichthyology","57","2","","313","320","7","1","10.1134/S0032945217020084","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018746245&doi=10.1134%2fS0032945217020084&partnerID=40&md5=db02bfd5c73348f532f8f1755f18f40e","Following the heightened damage of marine ecosystems, Marine Protected Areas (MPAs) have been created for the protection and the conservation of species and habitats. However, their implementation requires accurate data availability used by decision makers to enable their boundaries and zoning. Thus, for this purpose of management, a new method of fish assemblages monitoring (FAST—Fish Assemblages Survey Technique) has been tested in Tunisian marine waters. FAST survey was applied between 2011 and 2012 in three areas with various degrees of geomorphological features and human pressures; the future Marine Protected Area of Cap Serrat–Cap Negro and two coastal areas of Hammamet and Bizerte. The depths of the surveyed 11 stations are between 0 and 20 m. The FAST index is calculated seasonally for targeted species according to their presence / absence, and depending on two size classes. In terms of diversity and species richness, differences between sites were observed and results show that FAST method appears to be relevant, easy to implement and accurately reflects the environmental status of the study site. The advantages and shortcomings of this method were discussed. © 2017, Pleiades Publishing, Ltd.","biodiversity; MPA monitoring; sampling method; underwater visual census","","Article","Final","","Scopus","2-s2.0-85018746245"
"Zeng J.N.; Chen Q.Z.; Huang W.; Du P.; Yang H.","Zeng, Jiang Ning (7402652381); Chen, Quan Zhen (55645914300); Huang, Wei (57218084554); Du, Ping (57204800413); Yang, Hui (57044971900)","7402652381; 55645914300; 57218084554; 57204800413; 57044971900","Reform of the marine ecological protection system in China: From marine protected areas to marine ecological redline regions","2016","Shengtai Xuebao","36","1","","2","10","8","0","10.5846/stxb201405070897","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953882286&doi=10.5846%2fstxb201405070897&partnerID=40&md5=af09c9048997f06ebb20e1faa5d9e649","With the sustained deterioration of marine ecosystems and environment and the improvement of ecological theory, management of the marine ecological redline regions (MERRs) becomes inevitable. We summarize the status and problems of the marine protected areas (MPAs) in China and analyzed the requirements, principles, concepts and system of the MERRs. We suggest that the MPAs and MERRs can be correlated by the similarities in the spatial unity, decision consistency, work contents and management of the objects. The boundary determination, policy decision and management regulation of the MERRs could in respect to the kernel factor, critical factor and important factor of the MPAs. We suggest the methods for the MERRs management at the level of the marine ecosystem, species and habitat. The index system of MERRs zoning can refer to the MPAs selected and evaluated indices. The scale of MERRs, the pattern-structure-process- mechanism of the land-sea ecosystem, combining of complex ecosystem and MERRs, and observation of MERRs base station are the aspects that should be focused on in the future. © 2015, Ecological Society of China. All rights reserved.","Ecological management; Marine ecological redline regions; Marine protected areas","China; ecosystem management; environmental protection; marine ecosystem; marine environment; marine park; reform process","Article","Final","","Scopus","2-s2.0-84953882286"
"Pérez-Ruzafa A.; García-Charton J.A.; Marcos C.","Pérez-Ruzafa, Angel (57908429700); García-Charton, José A. (7801475324); Marcos, Concepción (8842669400)","57908429700; 7801475324; 8842669400","North East Atlantic vs. Mediterranean marine protected areas as fisheries management tool","2017","Frontiers in Marine Science","4","AUG","245","","","","22","10.3389/fmars.2017.00245","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027139616&doi=10.3389%2ffmars.2017.00245&partnerID=40&md5=ff649be75f9da7a1473dce4952a7076a","The effectiveness of management initiatives implemented in the context of the European Common Fisheries Policy has been questioned, especially with regard to the Mediterranean. Some of the analyses made to compare the fishing activity and management measures carried out in the North East Atlantic and in the Mediterranean do not take into account some of the differentiating peculiarities of each of these regions. At the same time, they resort to traditional fisheries management measures and do not discuss the role of marine protected areas as a complementary management tool. In this respect, the apparent failure of marine protected areas in the North-East Atlantic compared with the same in the Mediterranean is challenging European fishery scientists. Application of the classical holistic view of ecological succession to the functioning of fishery closures and no-use areas highlights the importance of combining both management regimes to fully satisfy both fishery- and biodiversity-oriented goals. We advocate that an optimal management strategy for designing an MPA to protect biodiversity and sustain fishing yields consists of combining a network of no-use areas (close to their mature state) with fish boxes (buffer zones maintained by fishing disturbance in a relatively early successional stage, where productivity is higher), under a multi-zoning scheme. In this framework, the importance of no-use areas for fisheries is based on several observations: (1) They preserve biological diversity at regional scale, at all levels-specific, habitat/seascape, and also genetic diversity and the structure of populations, allowing natural selection to operate. (2) They permit the natural variability of the system to be differentiated from the effects of regulation and to be integrated in appropriate sampling schemes as controls. (3) They maintain the natural size and age structure of the populations, hence maximizing potential fecundity, allowing biomass export to occur from core to regulated areas, dampening the fluctuations derived from deviations from the theoretical optimal effort in the fishing zone. © 2017 Pérez-Ruzafa, García-Charton and Marcos.","Fisheries; Management; Marine Protected Areas; Mediterranean; North East Atlantic","","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85027139616"
