"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Waite R.; Allmon W.D.","Waite, Richard (24734511200); Allmon, Warren D. (7004004184)","24734511200; 7004004184","Observations on the Biology and Sclerochronology of ""turritella"" Duplicata (Linnaeus, 1758) (Cerithioidea, Turritellidae) from Southern Thailand","2016","Malacologia","59","2","","247","269","22","7","10.4002/040.059.0206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008938942&doi=10.4002%2f040.059.0206&partnerID=40&md5=bfd6b08b21ea05a5952aa060eaf7bc6e","Turritella duplicata (Linnaeus, 1758) is a marine suspension-feeding gastropod found in shallow-marine and tidal flat environments throughout Southeast Asia and the Indo-West Pacific. It was studied on a tidal flat in the national park of Nopparat Thara in the district of Krabi, southern Thailand. Turritella duplicata was found primarily in the lower intertidal zone, and 90 specimens were gathered and measured. Their geographical positions on the flat were mapped, revealing zonations in population distribution, both parallel and perpendicular to the shore-line. The size distribution of the shells indicates that the population consists exclusively of adults. δ18O sclerochronology performed on three shells shows variations of up to 1.5‰ associated with seasonal changes in water parameters, suggesting longevity of about three years and seasonally controlled growth rates. The absence of juveniles and observed population distribution coupled with the sclerochronological data suggest that reproduction occurs in early spring, and that the population represents three cohorts approximately one year in age and older. Migration to deeper water during other seasons cannot be ruled out. Smaller individuals were preferentially found on the inner tidal flat, and individuals older than two years preferentially colonised the outer tidal flat. The carbon isotopic composition of the analysed shells partially tracks these life stages, suggesting that metabolic ""vital effects"" are influencing the δ13C of the shells.","breakage; scarring; sclerochronology; stable isotopes; tidal flat; vital effects","","Article","Final","","Scopus","2-s2.0-85008938942"
"Martín H.G.; Veysey J.; Bonheyo G.T.; Goldenfeld N.; Fouke B.W.","Martín, Héctor García (14016089600); Veysey, John (14030717100); Bonheyo, George T. (7801424454); Goldenfeld, Nigel (7003392812); Fouke, Bruce W. (6603830440)","14016089600; 14030717100; 7801424454; 7003392812; 6603830440","Statistical evaluation of bacterial 16S rRNA gene sequences in relation to travertine mineral precipitation and water chemistry at Mammoth Hot Springs, Yellowstone National Park, USA","2010","Geomicrobiology: Molecular and Environmental Perspective","","","","239","249","10","4","10.1007/978-90-481-9204-5_11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887068242&doi=10.1007%2f978-90-481-9204-5_11&partnerID=40&md5=417a5ea0fa0546d9b6918128ecd7a105","It is possible that common earth-surface geological features can arise as a result of bacteria interacting with purely physical and chemical processes. The ability to distinguish ancient and modern mineral deposits that are biologically influenced from those that are purely abiotic in origin will advance our ability to interpret microbial evolution from the ancient rock record on earth and potentially other planets. As a step toward deciphering biotic from abiotic processes, we have combined carbonate mineralogical and geochemical analyses together with community-based microbial genetic analyses in hot spring drainage systems at Mammoth Hot Springs in Yellowstone National Park. Previously (Fouke et al. 2000, 2003), we reported the shape and chemistry of carbonate mineral deposits (travertine), which have formed along the hot spring outflow. This travertine exhibits five distinct ecological zonations (termed sedimentary depositional facies) even though most physical and chemical attributes of the spring water change smoothly and continuously over the course of the drainage outflow path. Here, we document an unexpectedly sharp correlation between microbial phylogenetic diversity and travertine facies, which suggests that changes in bacterial community composition are a sensitive indicator of environmental conditions along the spring outflow. These results provide an environmental context for constraining abiotic and biotic theories for the origin of distinct crystalline structures and chemistries formed during hot spring travertine precipitation. © 2010 Springer Science+Business Media B.V.","","","Book chapter","Final","","Scopus","2-s2.0-84887068242"
"Cudlínová E.; Lapka M.; Šlachta M.","Cudlínová, Eva (6507708252); Lapka, Miloslav (6603279695); Šlachta, Martin (6507116535)","6507708252; 6603279695; 6507116535","Social and economic conditions for wilderness protection in Europe: Case of Šumava National Park, Czech Republic","2020","Ecological Integrity in Science and Law","","","","175","184","9","0","10.1007/978-3-030-46259-8_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089641815&doi=10.1007%2f978-3-030-46259-8_15&partnerID=40&md5=fe0a91faa69be2eef55a6ea80e056f3d","Wilderness protection in Sumava National Park (NP) is full of conflicts. There are conflicts regarding the non-intervention zones, conflicts in relation to periodically recurring bark beetle calamities and conflicts with a new zonation proposal suggesting to increase the area of non-intervention zones up to 27.7% of the total area of NP. In general, all these conflicts described above are based on the cultural construction of wilderness connected with the historical picture of Sumava from the beginning of the nineteenth century. There occur some key duality points that exist in endless debates about wilderness in Sumava NP. showing the power of this cultural construction and its misuses. These dualities could be labeled as wilderness under human control. Cultural construction of wilderness in Sumava NP. is static and it is based on consumerism. A long-term perspective is often missing in the debate about the future of the Sumava wilderness. Patience with natural long-term processes is missing too. We suppose that case of Sumava National Park could serve as an example how important is the knowledge of historical, cultural and social-economic context of wilderness, for solving of existing difficulties and conflicts with wilderness protection. © The Editor(s) (if applicable) and The Author(s), under exclusive licence to Springer Nature Switzerland AG 2020.","","","Book chapter","Final","","Scopus","2-s2.0-85089641815"
"Zabortseva T.I.; Yevstropieva O.V.","Zabortseva, T.I. (35189685500); Yevstropieva, O.V. (35189809600)","35189685500; 35189809600","Current socio-ecological problems of recreational development of Pribaikalsky National Park","2009","Geography and Natural Resources","30","4","","359","366","7","7","10.1016/j.gnr.2009.11.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70749094644&doi=10.1016%2fj.gnr.2009.11.010&partnerID=40&md5=135fc4571f2a549bddd6a6b7b5320764","We discuss the results of ecological examination of 27 tourist sites on the territory of Pribaikalsky National Park in the central ecological zone of Lake Baikal in relation to the problem-targeted ecologo-socio-economic aspects. © 2009.","Deterioration; Ecological examination; Recreational activity; Sanitary-protective infrastructure; Spatial organization; Zones of recreational development","Eurasia; Irkutsk [Russian Federation]; Lake Baikal; Pribaikalsky National Park; Russian Federation; ecological modeling; ecological zonation; ecotourism; national park; recreational activity; recreational development; socioeconomic status; tourist behavior","Article","Final","","Scopus","2-s2.0-70749094644"
"Henneken R.; Dose V.; Schleip C.; Menzel A.","Henneken, Raimund (55416678400); Dose, Volker (56209623200); Schleip, Christoph (15119953300); Menzel, Annette (57203178537)","55416678400; 56209623200; 15119953300; 57203178537","Detecting plant seasonality from webcams using Bayesian multiple change point analysis","2013","Agricultural and Forest Meteorology","168","","","177","185","8","26","10.1016/j.agrformet.2012.09.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867635949&doi=10.1016%2fj.agrformet.2012.09.001&partnerID=40&md5=88d3d9442b5c607c032d7d70e1ad70eb","Phenological observations have a long tradition. By contrast, digital webcam-based phenological research has only developed in recent years, prompted by the development of cheaper user-friendly digital camera systems and by higher staff costs. Webcam photography provides spectral information in red, green and blue (RGB) wavelengths which mirror the seasonal colour changes in trees during bud burst, leaf unfolding, senescence and leaf fall.Recent publications have mainly used two types of image data analysis to define onset dates of certain phenological stages and to compare species and growing seasons. These methods work well, but require high quality of the webcam images. However, changing light and weather conditions complicate data analysis particularly at increasing camera-to-subject distances. We investigated a series of images providing colour information on different tree species, e.g. . Fagus sylvatica, . Populus tremula, as well as of trees at different altitudes (700-1200. m) in the Bavarian Forest National Park, Germany. Webcam images were analysed by the two previously published methods and compared with results derived from a newly developed Bayesian multiple change point analysis. In particular, transition dates of leaf development were identified in the green, as well as the red, colour channel.The Bayesian analysis described phenological transition dates in spring and autumn and specified the uncertainties of the model fit. By contrast, previously employed methods have shortcomings associated with unrealistic asymptotic assumptions in logistic model fits or inability to cope with noise in data series.The change point analysis at different elevations showed how the Bayesian approach coped with increasingly degraded image quality. A delay in green-up of about 2.5 days per 100. m of altitude was estimated for . Fagus sylvatica in the study area. Autumn phenology at different altitudes did not show clear patterns.The Bayesian model approach allows not only the calculation of phenological change points during the year but also estimates the probability of those changes occurring on a particular day. This method appears to estimate reliably phenological events in the growing season, especially when handling low quality webcam data, either from poor weather conditions or when the subject is at a considerable distance from the camera. © 2012 Elsevier B.V.","Altitudinal gradient; Bayesian statistics; Digital photography; Multiple change point model; Phenology; Webcam","Bavaria; Bavarian Forest National Park; Germany; Fagus; Fagus sylvatica; Populus tremula; altitudinal zonation; Bayesian analysis; data set; deciduous forest; detection method; digital image; growing season; image analysis; phenology; photography; seasonality","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84867635949"
"Harris S.A.","Harris, Stuart A. (56292932200)","56292932200","Source areas of North Cordilleran endemic plants: Evidence from Sheep and Outpost Mountains, Kluane National Park, Yukon Territory; [Herkunftsgebiete von Endemiten der North Cordillera. Ergebnisse von Sheep und Outpost Mountain, Kluane National Park, Yukon Territory]","2004","Erdkunde","58","1","","62","81","19","4","10.3112/erdkunde.2004.01.06","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842734978&doi=10.3112%2ferdkunde.2004.01.06&partnerID=40&md5=c7b910f17425c5633c2e9adfc7c07a33","When Late Wisconsin ice sheets inundated most of Canada, they destroyed the pre-existing vegetation along a 1,600 km north-south section of the Canadian Cordillera. The vegetation next to these ice masses had to adapt to great climatic changes, and part of this adaptation resulted in the evolution of new species (HULTEN 1968). During deglaciation, the vegetation migrated back into the previously glaciated areas, but the new species usually experienced more difficulty in colonizing the deglaciated areas due to being adapted to specific environmental conditions. As a result, their present-day distribution is centred on the area in which they evolved, whereas the rest of the flora had been selected and were adapted to survive under a wider range of environmental conditions. One of these areas of speciation lay on the eastern margin of Beringia on the north and northwest flank of the former Cordilleran ice sheets. Kluane Lake lies just within the glaciated zone and is therefore a good place to explore the numbers and presence of the new species. The elevational distribution of vascular plants is described for a NW-SE transect across the Slims River valley from the top of Sheep Mountain to the top of Outpost Mountain, at Kluane Lake, Yukon Territory (61° 01′ N, 138° 24′ W). Ten percent of the taxa are local species endemic to the North Cordillera, regardless of vegetation zone or aspect. Aspect altered the total number of species on a mountain and also the vegetation zonation, but not the percentage of taxa from a given geographic source. An analysis of the known distribution of North Cordilleran species indicates that there are three main centres of speciation, of which the rain-shadow area north of the Wrangell-St. Elias Range is the most important (69 taxa or 72% of the total species). The others are the Brooks Range and north Yukon mountains (13 taxa) and the Kenai Peninsula, Alaska (12 taxa).","","Canada; North America; Outpost Mountain; Sheep Mountain; Yukon Territory; Ovis aries; Tracheophyta; endemic species; plant; population distribution; speciation (biology)","Article","Final","","Scopus","2-s2.0-1842734978"
"Pełechaty M.; Pełechata A.; Niedzielski P.","Pełechaty, M. (6602311385); Pełechata, A. (7801330736); Niedzielski, P. (6701851274)","6602311385; 7801330736; 6701851274","Spatial and temporal variability of TOC concentrations in a shallow and eutrophicated lake ecosystem (Lake Jarosławieckie, Wielkopolski National Park, western Poland)","2003","Polish Journal of Environmental Studies","12","5","","607","611","4","6","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242582383&partnerID=40&md5=e1c2eca4607afca259152f063d847239","The aim of this study was to characterize the spatial and temporal variability of total organic carbon concentrations in a shallow, eutrophic lake (Lake Jarosławieckie, the Wielkopolski National Park, midwestern Poland) against the background of lake habitat heterogeneity. The interrelations between TOC and chlorophyll a in different studied sites (in macrophyte communities as well as in open water sections) were also taken into account. In November 2000, March, May, June and July 2001, water samples were collected in two transects along and across the lake traversing macrophyte communities of the phytolittoral zonation (7 sites) and reaching the open water zone (mid-lake, 3 sites) and, additionally, in a site close to a beach attracting local inhabitants and tourists. Statistical analyses revealed significant temporal differentiation and reverse patterns of changes of both TOC and chlorophyll a concentrations in the studied lake, whereas the spatial one was not significant. No correlations between both parameters were found. The results of cluster analyses suggest macrophyte vegetation and its seasonal changes in development as the main factor to influence TOC concentrations.","Chlorophyll a; Lake; Temporal and spatial distribution; Total organic carbon","Poland; chlorophyll a; eutrophic environment; lake ecosystem; organic carbon; spatial variation; temporal variation; water quality","Article","Final","","Scopus","2-s2.0-0242582383"
"Cobban W.A.; Hook S.C.; McKinney K.C.","Cobban, William A. (7003279139); Hook, Stephen C. (7005339623); McKinney, K.C. (25028097900)","7003279139; 7005339623; 25028097900","Upper Cretaceous molluscan record along a transect from Virden, New Mexico, to Del Rio, Texas","2008","New Mexico Geology","30","3","","75","92","17","24","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-52649165738&partnerID=40&md5=13da9cf54dc2f16369084df2aee7bd2a","Updated age assignments and new collections of molluscan fossils from lower Cenomanian through upper Campanian strata in Texas permit a much refined biostratigraphic correlation with the rocks of New Mexico and the Western Interior. Generic names of many Late Cretaceous ammonites and inoceramid bivalves from Texas are updated to permit this correlation. Strata correlated in the west-to-east transect include the lower Cenomanian Beartooth Quartzite and Sarten Sandstone of southwest New Mexico, and the Eagle Mountains Formation, Del Rio Clay, Buda Limestone, and. basal beds of the Chispa Summit, Ojinaga, and Boquillas Formations of the Texas-Mexico border area. Middle Cenomanian strata are lacking in southwestern New Mexico but are present in the lower parts of the Chispa Summit and Boquillas Formations in southwest Texas. Upper Cenomanian and lower Turonian rocks are present at many localities in New Mexico and Texas in the Mancos Shale and Chispa Summit, Ojinaga, and Boquillas Formations. Middle Turonian and younger rocks seem to be entirely nonmarine in southwestern New Mexico, but they are marine in the Rio Grande area in the Chispa. Summit, Ojinaga, and Boquillas Formations. The upper part of the Chispa Summit and Boquillas contain late Turonian fossils. Rocks of Coniacian and Santonian age are present high in the Chispa Summit, Ojinaga, and Boquillas Formations, and in the lower part of the Austin. The San Carlos, Aguja, Pen, and Austin Formations contain fossils of Campanian age. Fossils representing at least 38 Upper Cretaceous ammonite zones are present along the transect. Collections made in recent years in southwestern New Mexico and at Sierra de Cristo Rey just west of downtown El Paso, Texas, have been well treated and do not need revision. Taxonomic names and zonations published in the pre-1970 literature on the Rio Grande area of Texas have been updated. New fossil collections from the Big Bend National Park, Texas, allow for a much refined correlation in the central part of the transect in Texas. Middle Turonian-Campanian zonation in southwest Texas is based mainly on ammonites of the Family Collignoniceratidae, as opposed to the scaphitid and baculitid ammonites that are especially abundant farther north in the Western Interior.","","Del Rio; New Mexico; North America; Texas; United States; Virden; Ammonoidea; Baculitidae; Bivalvia; Coniacian; Inoceramidae; Scaphitidae; ammonite; biostratigraphy; bivalve; Campanian; Cenomanian; Cretaceous; fossil; mollusc; taxonomy","Article","Final","","Scopus","2-s2.0-52649165738"
"Goodman S.M.; Gonzales P.C.","Goodman, S.M. (7402115522); Gonzales, P.C. (6701538106)","7402115522; 6701538106","The birds of Mt Isarog National Park, southern Luzon, Philippines, with particular reference to altitudinal distribution","1990","Fieldiana Zoology","60","","","","","39","13","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025640144&partnerID=40&md5=14c572268dbdcf1b4a2511fb066448dd","Four distinct vegetational zones occur on the mountain: parang grassland (from the lowlands to 900 m), lowland forest (450-900 m), montane forest (900-1500 m), and mossy forest (1500 m to the summit). A total of 135 bird species has been recorded on Mt. Isarog; 116 residents and 19 migrants or winter visitors. Species number and density decrease with altitude. Three distinct patterns were found in the distribution of congeners on the mountain: complete altitudinal sympatry, broad elevational disjunction, and a small amount of overlap with apparent species replacement. -from Authors","","Luzon; Mt Isarog National Park; Philippines; altitudinal zonation; bird; forest; grassland; mountain","Article","Final","","Scopus","2-s2.0-0025640144"
"Beaudoin A.B.; Reasoner M.A.","Beaudoin, Alwynne B. (7102113388); Reasoner, Mel A. (56628465900)","7102113388; 56628465900","Evaluation of differential pollen deposition and pollen focussing from three Holocene intervals in sediments from Lake O'Hara, Yoho National Park, British Columbia, Canada: intra-lake variability in pollen percentages, concentrations and influx","1992","Review of Palaeobotany and Palynology","75","1-2","","103","131","28","22","10.1016/0034-6667(92)90152-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027074021&doi=10.1016%2f0034-6667%2892%2990152-7&partnerID=40&md5=3f4921b183f3d97f7580df9d93629500","Pollen spectra from three discrete intervals, dated by tephras and radiocarbon, are examined in a lake-wide series of nineteen cores from Lake O'Hara, Yoho National Park. These represent three different pollen assemblage zones recognized in the record of a single core (LOH25). The three samples sets provide lake-wide pollen assemblages at ca. 2350, ca. 6800, and ca. 10,100 yr BP. These spectra are used to investigate two aspects of pollen accumulation: (1) whether pollen taxa have been differentially deposited in sediments in different parts of the lake basin, and (2) whether the entire assemblage has accumulated to a greater extent in deeper parts of the basin (""pollen focussing""). Percentages of the ten major taxa in the assemblages show remarkable basin-wide consistency within each sample set, suggesting that in this case a single core provides a representative pollen record. Multivariate statistical analyses (discriminant function analysis and analysis of variance) on pollen percentage, concentration, and influx data confirm that sample sets are distinctly different and support zonation of the pollen record from a single core. Minor components of the assemblages (< 1% of the pollen sum), mainly NAP, show great variability within and between sample sets and are therefore not reliable for interpretation of vegetation history. Lack of evidence for differential pollen deposition confirms that qualitative inferences based on major components of the pollen sum are probably reliable despite core location within the lake basin. The data do not display consistent evidence for greater pollen accumulation at deeper water sites implying that pollen focussing has not been a major process. Sedimentation rates are variable across the basin at each level, suggesting that pollen concentration and particularly pollen influx data may be unreliable for interpretation of vegetation history from a single core, without much greater chronologic control. © 1992.","","Canada, British Columbia, Yoho National Park, Lake O'Hara; Holocene; lake sediment; palaeoecology; pollen deposition; pollen focussing","Article","Final","","Scopus","2-s2.0-0027074021"
"Karim M.N.; Mallik A.U.","Karim, M.N. (55725723600); Mallik, Azim U. (7101605057)","55725723600; 7101605057","Roadside revegetation by native plants. I. Roadside microhabitats, floristic zonation and species traits","2008","Ecological Engineering","32","3","","222","237","15","69","10.1016/j.ecoleng.2007.11.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-39149091024&doi=10.1016%2fj.ecoleng.2007.11.003&partnerID=40&md5=6d261d542c2ffe97ea72e0ee267f2734","Recognizing the severity of road effects and need for developing a natural and self-sustained roadside vegetation cover, this study aimed to provide an ecological basis for selecting desirable native plants based on their autecological attributes by floristic analysis of naturally colonized plants in roadside microhabitats. We hypothesized that (i) vegetation zonation along roadsides is a function of the different microtopography and substrate types (microhabitats) created by road construction and (ii) plant colonization in these microhabitats is dependant upon the presence of suitable regeneration traits adapted to the specific microhabitats. We identified four distinct microhabitats namely shoulder, side slope, ditch and back slope from the edge of the road to the edge of the forest. We conducted vegetation and soil analyses in these microhabitats along 34 random transects running perpendicular to the road to the edge of forest in a 14 km section of the Trans Canada Highway (TCH) in Terra Nova National Park (TNNP), Newfoundland, Canada. The multi-response permutation procedure (MRPP) confirmed that the plant communities of the four roadside microhabitats were significantly different from each other. Canonical correspondence analysis (CCA) showed that composition of roadside plant communities was related to gradients of soil moisture content, bulk density, organic matter depth and pH. Several indicator plants, determined by indicator species analysis (ISA), were abundant in their respective microhabitats, indicating their affinity to particular sets of environmental conditions. The root-shoot analysis of selected dominant plants across the roadside habitats revealed that plants of a particular microhabitat had similar above and below ground spread and biomass allocation patterns. We found that floristic zonation along roadsides is a function of roadside microtopography, substrate type and environmental gradients created by the road building process. The similarities in above and below ground spread and biomass allocation patterns of dominant plants of respective microhabitats could be used as a basis of interpreting the role of autecological attributes of the species that enable them to establish in specific microhabitats. Several native plants, such as Empetrum nigrum, Juniperus communis, Vaccinium angustifolium, Trifolium repens, and Anaphalis margaritaceae are naturally abundant in side slopes and possess autecological attributes such as low stature, widespread above- and below-ground parts, and drought tolerance. Presence of these desirable properties and their perennial habit make them excellent candidates for roadside revegetation. © 2008.","CCA; Micro-topography; MRPP; Regeneration traits; Roadside restoration","Canada; Newfoundland; Newfoundland and Labrador; North America; Terra Nova National Park; Biological materials; Biomass; pH; Plants (botany); Revegetation; Roadsides; Soil moisture; Anaphalis; Empetrum nigrum; Juniperus; Juniperus communis; Trifolium repens; Vaccinium; Vaccinium angustifolium; Biological materials; Biomass; pH; Revegetation; Roadsides; Soil moisture; canonical analysis; community composition; correspondence analysis; floristics; microhabitat; native species; plant community; revegetation; roadside environment; soil analysis; vegetation cover; zonation; Micro-topography; Regeneration traits; Roadside restoration; Plants (botany)","Article","Final","","Scopus","2-s2.0-39149091024"
"Fierstein J.; Hildreth W.","Fierstein, Judy (6603704453); Hildreth, Wes (7004090883)","6603704453; 7004090883","The plinian eruptions of 1912 at Novarupta, Katmai National Park, Alaska","1992","Bulletin of Volcanology","54","8","","646","684","38","191","10.1007/BF00430778","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027070142&doi=10.1007%2fBF00430778&partnerID=40&md5=7854f764b78c528377d1e82f4fa4f545","The three-day eruption at Novarupta in 1912 consisted of three discrete episodes. Episode I began with plinian dispersal of rhyolitic fallout (Layer A) and contemporaneous emplacement of rhyolitic ignimbrites and associated proximal veneers. The plinian column was sustained throughout most of the interval of ash flow generation, in spite of progressive increases in the proportions of dacitic and andesitic ejecta at the expense of rhyolite. Accordingly, plinian Layer B, which fell in unbroken continuity with purely rhyolitic Layer A, is zoned from >99% to ∼15% rhyolite and accumulated synchronously with emplacement of the correspondingly zoned ash flow sequence in Mageik Creek and the Valley of Ten Thousand Smokes (VTTS). Only the andesiterichest flow units that cap the flow sequence lack a widespread fallout equivalent, indicating that ignimbrite emplacement barely outlasted the plinian phase. On near-vent ridges, the passing ash flows left proximal ignimbrite veneers that share the compositional zonation of their valley-filling equivalents but exhibit evidence for turbulent deposition and recurrent scour. Episode II began after a break of a few hours and was dominated by plinian dispersal of dacitic Layers C and D, punctuated by minor proximal intraplinian flows and surges. After another break, dacitic Layers F and G resulted from a third plinian episode (III); intercalated with these proximally are thin intraplinian ignimbrites and several andesite-rich fall/flow layers. Both CD and FG were ejected from an inner vent <400 m wide (nested within that of Episode I), into which the rhyolitic lava dome (Novarupta) was still later extruded. Two finer-grained ash layers settled from composite regional dust clouds: Layer E, which accumulated during the D-F hiatus, includes a contribution from small contemporaneous ash flows; and Layer H settled after the main eruption was over. Both are distinct layers in and near the VTTS, but distally they merge with CD and FG, respectively; they are largely dacitic but include rhyolitic shards that erupted during Episode I and were kept aloft by atmospheric turbulence. Published models yield column heights of 23-26 km for A, 22-25 km for CD, and 17-23 km for FG; and peak mass eruption rates of 0.7-1x108, 0.6-2x108, and 0.2-0.4x108 kg s-1, respectively. Fallout volumes, adjusted to reflect calculated redistribution of rhyolitic glass shards, are 8.8 km3, 4.8 km3, and 3.4 km3 for Episodes I, II, and III. Microprobe analyses of glass show that as much as 0.4 km3 of rhyolitic glass shards from eruptive Episode I fell with CDE and 1.1 km3 with FGH. Most of the rhyolitic ash in the dacitic fallout layers fell far downwind (SE of the vent); near the rhyolite-dominated ignimbrite, however, nearly all of Layers E and H are dacitic, showing that the downwind rhyolitic ash is of 'co-plinian' rather than co-ignimbrite origin. © 1992 Springer-Verlag.","","USA, Alaska, Katmai National Park, Novarupta Volcano; ash; fallout; ignimbrite; plinian eruption; rhyolite; volcanic eruption 1912","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-0027070142"
"Carman Jr. M.F.; Cameron M.; Gunn B.; Cameron K.L.; Butler J.C.","Carman Jr., Max F. (6701631760); Cameron, Maryellen (7102724693); Gunn, Bernard (7005170903); Cameron, Kenneth L. (7102930722); Butler, John C. (7403925905)","6701631760; 7102724693; 7005170903; 7102930722; 7403925905","Petrology of Rattlesnake Mountain Sill, Big Bend National Park, Texas","1975","Bulletin of the Geological Society of America","86","2","","177","193","16","8","10.1130/0016-7606(1975)86<177:PORMSB>2.0.CO;2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875032429&doi=10.1130%2f0016-7606%281975%2986%3c177%3aPORMSB%3e2.0.CO%3b2&partnerID=40&md5=356ba7bc9e7a2ade25f9700ff835d38b","The Rattlesnake Mountain intrusion in the Big Bend region of Texas is an early Tertiary analcime-bearing monzonite sill about 80 m thick that was injected at shallow depth and underwent differentiation in place. It contains sheets, lamellae, cylindroidal masses, and ocelli of syenite that show systematic distribution within the monzonite. Lamellae occur in the contact rocks, cylinders are confined to the lower central zone, and sheets are concentrated in the upper central zone. Ocelli are found only in a narrow zone near the top of the sill. All rocks of the sill display similar mineral assemblages with strong compositional zonation of individual mineral species. In particular, feldspars range from intermediate plagioclase, through anorthoclase, to Na-rich sanidine, and finally, to albite plus K-feldspar. Pyroxenes show a general trend from essentially normal augite to increasingly iron-plus-sodium-enriched varieties. Over-all crystal settling did not cause formation of syenitic rocks, but the central zone of the sill contains a relatively mafic monzonite that is complementary in composition and amount to the enclosed bodies of syenite. Border zones have little syenite (1 percent), and the monzonite composition is the same as a mixture of the more mafic central monzonite and enclosed syenitic rocks in the proportions in which they occur in the central zone. Crystal fractionation played a dominant role in generating syenitic rest liquids that could be aggregated into the structures found in the sill; rifting of a partially solid crystal mesh explains the formation of lamellae and many sheets, but the cylindroidal masses and ocelli are more enigmatic. The rocks of the Rattlesnake Mountain sill, as well as others of Big Bend, show distinct chemical similarities to alkalic oceanic suites such as those of the Azores. The syenite of the sill is typical of the undersaturated felsic rocks found in many shallow mafic intrusions in Big Bend, and it is in contrast to oversaturated quartz-bearing microsyenite, microgranite, and extrusive equivalents that occur as separate masses unconnected with more mafic rocks. There appear to be two differentiation trends related, perhaps, to undersaturated and saturated basaltic lava flows known in the area and possibly also affected by depth at which differentiation occurred. © 1975 Geological Society of America.","","Big Bend National Park; Texas; United States; Feldspar; Landforms; Quartz deposits; Zeolites; Basaltic lava flow; Big Bend National Park; Chemical similarity; Compositional zonation; Crystal fractionation; Mafic intrusion; Mineral assemblage; Rattlesnake mountains; basalt; feldspar; igneous intrusion; lava flow; monzonite; petrology; plagioclase; sill; syenite; Rocks","Article","Final","","Scopus","2-s2.0-84875032429"
"Paz-Bermúdez G.; Carballal R.; López De Silanes Ma.E.","Paz-Bermúdez, Graciela (56070118700); Carballal, Regina (57189031093); López De Silanes, Ma. Eugenia (55956590800)","56070118700; 57189031093; 55956590800","Saxicolous lichens from the Atlantic Islands National Park (Galicia, NW Spain); [Líquenes saxícolas y arenícolas del Parque Nacional de las Islas Atlánticas (Galicia, NW España)]","2003","Cryptogamie, Mycologie","24","4","","385","397","12","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1042290882&partnerID=40&md5=c79715f8d73993a80e738f3b058c7747","A list of 182 saxicolous and sandy lichens from the Atlantic Islands National Park, is presented. We study the lichen flora from each island, the presence of species with a retricted distribution to the Macaronesian Region or N Africa is detached: Bactrospora carneopallida, Lecanographa grumulosa and Physcia scopulorum. A coastal zonation scheme is presented; the differences between the Atlantic Islands zonation and the English one is discussed.","Atlantic Islands; Galicia; Lichens; Spain; Zonation","Physcia","Article","Final","","Scopus","2-s2.0-1042290882"
